"zipn","p","dperson","sp","sccost","dlcost","dbcost","stcost","sctime","dltime","dbtime","sttime","stransittime","sttotime","SCAV","AVtech","STAV","DLAW","DBAW","DBDW","PRCP","BKLN","TEMP","purpose","SCAW","STAW","scooter_av","dlbike_av","dkbike_av","sctransit_av","triptime","car_av","transit_av","rd_av","walk_av","bike_av","choice","cartime","transittime","rdtime","walktime","biketime","PRCP_1","PRCP_2","PRCP_3","BKLN_1","BKLN_2","BKLN_3","BKLN_4","purpose_1","purpose_2","purpose_3","purpose_4","purpose_5","purpose_6","who","age","race","edu","work","zipcode","hhsize","child","hhincome","idincome","veh","bike","higheredu","employ","white","stu_dummy","mean_hhincome","veh_dummy","gender_F","gender_M","gender_O","mean_idincome","originpurpose_errand","originpurpose_home","originpurpose_school","originpurpose_shopping","originpurpose_social","originpurpose_work","trippurp_HBO","trippurp_HBSHOP","trippurp_HBSOC","trippurp_HBW","trippurp_NHB","meanincomek","sccost_adj","dlcost_adj","dbcost_adj","stcost_adj","sttocost_adj","popdensity","BKLNn"
74435,"2500","1261","6"," 0.00","0.00","0.00","3.1"," 0"," 0"," 0"," 6"," 29"," 35","0","0","0","0","0","0","2","3","40","4","0","0","0","0","0","1","25","1","0","0","0","0"," 1","25","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0",411,70,1,6,6,"74435",2,0,"7",7,2,1,1,0,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0,0,0,0.0496,0.0816,49.00678555,0.5
98498,"2486","1260","6"," 0.00","0.00","0.00","7.0"," 0"," 0"," 0","24"," 11"," 35","0","1","1","0","0","0","1","4","40","2","0","0","0","0","0","1","20","1","0","0","0","0"," 1","20","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0",412,25,1,2,2,"98498",1,0,"6",6,1,1,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,1,0,42.5,0,0,0,0.164705882352941,0.211764705882353,3238.419939,0
98498,"2486","1260","5"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","18"," 14"," 32","0","1","3","0","0","0","2","4","40","2","0","0","0","0","0","1","20","1","0","0","0","0"," 1","20","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0",412,25,1,2,2,"98498",1,0,"6",6,1,1,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,1,0,42.5,0,0,0,0,0.0470588235294118,3238.419939,0
98498,"2486","1260","4"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","12"," 18"," 30","0","1","3","0","0","0","1","1","95","2","0","0","0","0","0","1","20","1","0","0","0","0"," 1","20","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0",412,25,1,2,2,"98498",1,0,"6",6,1,1,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,1,0,42.5,0,0,0,0,0.0470588235294118,3238.419939,1
18612,"2497"," 582","5"," 5.40","0.00","0.00","0.0","23"," 0"," 0","12"," 10"," 22","3","1","0","0","0","0","3","4","40","1","3","0","0","0","0","1","15","1","0","0","0","0","10","15","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0",413,45,1,5,1,"18612",1,0,"7",7,2,1,1,1,1,0,62500,1,1,0,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.0864,0,0,0,0.032,334.9103863,0
18612,"2497"," 582","6"," 8.34","0.00","0.00","3.0","29"," 0"," 0"," 9"," 12"," 21","3","1","5","0","0","0","1","1","40","1","3","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",413,45,1,5,1,"18612",1,0,"7",7,2,1,1,1,1,0,62500,1,1,0,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.13344,0,0,0.048,0.08,334.9103863,1
18612,"2497"," 582","4"," 8.34","0.00","0.00","5.0","23"," 0"," 0","12"," 10"," 22","0","1","0","0","0","0","1","1","60","1","0","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",413,45,1,5,1,"18612",1,0,"7",7,2,1,1,1,1,0,62500,1,1,0,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.13344,0,0,0.08,0.112,334.9103863,1
18612,"2497"," 582","5"," 5.40","0.00","0.00","0.0","23"," 0"," 0","12"," 10"," 22","3","1","0","0","0","0","3","4","40","1","3","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0",413,45,1,5,1,"18612",1,0,"7",7,2,1,1,1,1,0,62500,1,1,0,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.0864,0,0,0,0.032,334.9103863,0
18612,"2497"," 582","6"," 8.34","0.00","0.00","3.0","29"," 0"," 0"," 9"," 12"," 21","3","1","5","0","0","0","1","1","40","1","3","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",413,45,1,5,1,"18612",1,0,"7",7,2,1,1,1,1,0,62500,1,1,0,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.13344,0,0,0.048,0.08,334.9103863,1
18612,"2497"," 582","4"," 8.34","0.00","0.00","5.0","23"," 0"," 0","12"," 10"," 22","0","1","0","0","0","0","1","1","60","1","0","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",413,45,1,5,1,"18612",1,0,"7",7,2,1,1,1,1,0,62500,1,1,0,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.13344,0,0,0.08,0.112,334.9103863,1
15106,"2496","1258","4"," 0.00","0.00","0.00","4.6"," 0"," 0"," 0","24"," 72"," 96","0","1","5","0","0","0","1","4","40","6","0","0","0","0","0","1","55","1","0","0","0","0","10","55","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1",414,30,1,4,1,"15106",2,0,"6",6,1,1,0,1,1,0,42500,1,0,1,0,42500,0,0,1,0,0,0,0,0,0,0,1,42.5,0,0,0,0.108235294117647,0.155294117647059,1659.593518,0
15106,"2496","1258","5"," 0.00","0.00","0.00","1.9"," 0"," 0"," 0"," 6"," 83"," 89","0","1","1","0","0","0","3","2","40","6","0","0","0","0","0","1","55","1","0","0","0","0","10","55","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1",414,30,1,4,1,"15106",2,0,"6",6,1,1,0,1,1,0,42500,1,0,1,0,42500,0,0,1,0,0,0,0,0,0,0,1,42.5,0,0,0,0.0447058823529412,0.0917647058823529,1659.593518,0.8
15106,"2496","1258","6"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","24"," 72"," 96","0","1","3","0","0","0","2","2","80","6","0","0","0","0","0","1","55","1","0","0","0","0","10","55","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1",414,30,1,4,1,"15106",2,0,"6",6,1,1,0,1,1,0,42500,1,0,1,0,42500,0,0,1,0,0,0,0,0,0,0,1,42.5,0,0,0,0,0.0470588235294118,1659.593518,0.8
18104,"2495"," 581","4"," 0.00","0.00","0.00","0.0","13"," 0"," 0"," 5","  7"," 12","3","0","3","0","0","0","1","1","60","5","3","3","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0",415,26,1,3,1,"18104",4,1,"7",7,2,1,0,1,1,1,62500,1,0,1,0,62500,0,0,0,0,1,0,0,0,0,0,1,62.5,0,0,0,0,0.032,1871.688312,1
18104,"2495"," 581","5"," 6.64","0.00","0.00","3.0","13"," 0"," 0"," 8","  5"," 13","0","0","5","0","0","0","2","4","40","5","0","5","1","0","0","0","30","0","0","0","0","1"," 7","0","0","0","0","30","0","1","0","0","0","0","1","0","0","0","0","1","0",415,26,1,3,1,"18104",4,1,"7",7,2,1,0,1,1,1,62500,1,0,1,0,62500,0,0,0,0,1,0,0,0,0,0,1,62.5,0.10624,0,0,0.048,0.08,1871.688312,0
18104,"2495"," 581","5"," 6.64","0.00","0.00","3.0","13"," 0"," 0"," 8","  5"," 13","0","0","5","0","0","0","2","4","40","5","0","5","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0",415,26,1,3,1,"18104",4,1,"7",7,2,1,0,1,1,1,62500,1,0,1,0,62500,0,0,0,0,1,0,0,0,0,0,1,62.5,0.10624,0,0,0.048,0.08,1871.688312,0
18104,"2495"," 581","4"," 0.00","0.00","0.00","0.0","13"," 0"," 0"," 5","  7"," 12","3","0","3","0","0","0","1","1","60","5","3","3","1","0","0","0","30","0","0","0","0","1"," 7","0","0","0","0","30","1","0","0","1","0","0","0","0","0","0","0","1","0",415,26,1,3,1,"18104",4,1,"7",7,2,1,0,1,1,1,62500,1,0,1,0,62500,0,0,0,0,1,0,0,0,0,0,1,62.5,0,0,0,0,0.032,1871.688312,1
18104,"2495"," 581","6"," 5.03","0.00","0.00","2.0","13"," 0"," 0"," 2","  8"," 10","0","0","3","0","0","0","1","4","40","5","0","3","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0",415,26,1,3,1,"18104",4,1,"7",7,2,1,0,1,1,1,62500,1,0,1,0,62500,0,0,0,0,1,0,0,0,0,0,1,62.5,0.08048,0,0,0.032,0.064,1871.688312,0
18104,"2495"," 581","6"," 5.03","0.00","0.00","2.0","13"," 0"," 0"," 2","  8"," 10","0","0","3","0","0","0","1","4","40","5","0","3","0","0","0","1","30","0","0","0","0","1","10","0","0","0","0","30","1","0","0","0","0","0","1","0","0","0","0","1","0",415,26,1,3,1,"18104",4,1,"7",7,2,1,0,1,1,1,62500,1,0,1,0,62500,0,0,0,0,1,0,0,0,0,0,1,62.5,0.08048,0,0,0.032,0.064,1871.688312,0
23502,"2493","1257","6"," 0.00","0.00","0.00","2.5"," 0"," 0"," 0"," 6"," 73"," 79","0","0","1","0","0","0","2","4","40","3","0","1","0","0","0","1","120","0","1","0","0","0","10","0","120","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0",416,30,2,5,2,"23502",2,1,"2",2,1,1,1,1,0,0,12500,1,1,0,0,12500,0,1,0,0,0,0,0,1,0,0,0,12.5,0,0,0,0.2,0.36,2047.326733,0
23502,"2493","1257","4"," 0.00","0.00","0.00","7.0"," 0"," 0"," 0","24"," 62"," 86","0","0","5","0","0","0","3","1","60","3","0","5","0","0","0","1","120","0","1","0","0","0"," 2","0","120","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0",416,30,2,5,2,"23502",2,1,"2",2,1,1,1,1,0,0,12500,1,1,0,0,12500,0,1,0,0,0,0,0,1,0,0,0,12.5,0,0,0,0.56,0.72,2047.326733,1
23502,"2493","1257","5"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0"," 6"," 73"," 79","0","0","1","0","0","0","3","4","60","3","0","1","0","0","0","1","120","0","1","0","0","0","10","0","120","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0",416,30,2,5,2,"23502",2,1,"2",2,1,1,1,1,0,0,12500,1,1,0,0,12500,0,1,0,0,0,0,0,1,0,0,0,12.5,0,0,0,0,0.16,2047.326733,0
15213,"2489"," 580","4"," 0.00","0.00","0.00","6.0","20"," 0"," 0","13","  7"," 20","0","1","1","0","0","0","3","2","80","5","0","0","1","0","0","0","30","0","1","0","0","0"," 7","0","30","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0",417,30,2,3,1,"15213",4,2,"7",7,1,0,0,1,0,0,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0,0,0,0.096,0.128,14473.95589,0.8
15213,"2489"," 580","6"," 9.75","0.00","0.00","2.0","30"," 0"," 0"," 4"," 13"," 17","0","1","1","0","0","0","1","1","60","5","0","0","0","0","0","1","30","0","1","0","0","0","10","0","30","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0",417,30,2,3,1,"15213",4,2,"7",7,1,0,0,1,0,0,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.156,0,0,0.032,0.064,14473.95589,1
15213,"2489"," 580","6"," 9.75","0.00","0.00","2.0","30"," 0"," 0"," 4"," 13"," 17","0","1","1","0","0","0","1","1","60","5","0","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0",417,30,2,3,1,"15213",4,2,"7",7,1,0,0,1,0,0,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0.156,0,0,0.032,0.064,14473.95589,1
15213,"2489"," 580","5"," 0.00","0.00","0.00","0.0","20"," 0"," 0"," 4"," 13"," 17","5","1","0","0","0","0","3","2","95","5","5","0","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0",417,30,2,3,1,"15213",4,2,"7",7,1,0,0,1,0,0,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0,0,0,0,0.032,14473.95589,0.8
15213,"2489"," 580","4"," 0.00","0.00","0.00","6.0","20"," 0"," 0","13","  7"," 20","0","1","1","0","0","0","3","2","80","5","0","0","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0",417,30,2,3,1,"15213",4,2,"7",7,1,0,0,1,0,0,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0,0,0,0.096,0.128,14473.95589,0.8
15213,"2489"," 580","5"," 0.00","0.00","0.00","0.0","20"," 0"," 0"," 4"," 13"," 17","5","1","0","0","0","0","3","2","95","5","5","0","1","0","0","0","30","0","1","0","0","0"," 7","0","30","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0",417,30,2,3,1,"15213",4,2,"7",7,1,0,0,1,0,0,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,0,1,0,62.5,0,0,0,0,0.032,14473.95589,0.8
18337,"2492","1255","6"," 0.00","0.00","0.00","4.0"," 0"," 0"," 0","12","531","543","0","0","1","0","0","0","3","4","40","2","0","1","0","0","0","1","240","1","0","0","0","0"," 1","240","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0",418,35,1,5,1,"18337",3,1,"9",6,2,1,1,1,1,0,125000,1,0,1,0,42500,0,0,0,0,1,0,0,0,1,0,0,42.5,0,0,0,0.0941176470588235,0.141176470588235,184.6099273,0
18337,"2492","1255","5"," 0.00","0.00","0.00","3.7"," 0"," 0"," 0","18","527","545","0","0","3","0","0","0","2","3","80","2","0","3","0","0","0","1","240","1","0","0","0","0"," 1","240","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0",418,35,1,5,1,"18337",3,1,"9",6,2,1,1,1,1,0,125000,1,0,1,0,42500,0,0,0,0,1,0,0,0,1,0,0,42.5,0,0,0,0.0870588235294118,0.134117647058824,184.6099273,0.5
18337,"2492","1255","4"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","12","531","543","0","0","3","0","0","0","3","3","80","2","0","3","0","0","0","1","240","1","0","0","0","0"," 1","240","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",418,35,1,5,1,"18337",3,1,"9",6,2,1,1,1,1,0,125000,1,0,1,0,42500,0,0,0,0,1,0,0,0,1,0,0,42.5,0,0,0,0,0.0470588235294118,184.6099273,0.5
23452,"2488","1254","5"," 0.00","0.00","0.00","1.9"," 0"," 0"," 0"," 6"," 21"," 27","0","1","5","0","0","0","1","4","95","4","0","0","0","0","0","1","20","1","0","0","0","0"," 1","20","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",419,43,2,6,1,"23452",1,0,"6",6,1,1,1,1,0,0,42500,1,0,1,0,42500,0,1,0,0,0,0,1,0,0,0,0,42.5,0,0,0,0.0447058823529412,0.0917647058823529,4051.427401,0
23452,"2488","1254","6"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","24"," 11"," 35","0","1","1","0","0","0","1","4","95","4","0","0","0","0","0","1","20","1","0","0","0","0"," 1","20","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",419,43,2,6,1,"23452",1,0,"6",6,1,1,1,1,0,0,42500,1,0,1,0,42500,0,1,0,0,0,0,1,0,0,0,0,42.5,0,0,0,0,0.0470588235294118,4051.427401,0
23452,"2488","1254","4"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","18"," 14"," 32","0","1","3","0","0","0","1","4","95","4","0","0","0","0","0","1","20","1","0","0","0","0"," 1","20","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",419,43,2,6,1,"23452",1,0,"6",6,1,1,1,1,0,0,42500,1,0,1,0,42500,0,1,0,0,0,0,1,0,0,0,0,42.5,0,0,0,0,0.0470588235294118,4051.427401,0
98003,"2479","1252","4"," 0.00","0.00","0.00","3.1"," 0"," 0"," 0"," 6","425","431","0","1","5","0","0","0","1","4","60","1","0","0","0","0","0","1","200","1","0","0","0","0"," 1","200","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0",420,34,2,3,2,"98003",5,3,"6",6,2,0,0,1,0,0,42500,1,1,0,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0,0,0,0.0729411764705882,0.12,3801.532633,0
98003,"2479","1252","5"," 0.00","0.00","0.00","3.1"," 0"," 0"," 0"," 6","425","431","0","1","0","0","0","0","1","1","80","1","0","0","0","0","0","1","200","1","0","0","0","0","10","200","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",420,34,2,3,2,"98003",5,3,"6",6,2,0,0,1,0,0,42500,1,1,0,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0,0,0,0.0729411764705882,0.12,3801.532633,1
98003,"2479","1252","6"," 0.00","0.00","0.00","2.5"," 0"," 0"," 0"," 6","425","431","0","1","1","0","0","0","3","2","60","1","0","0","0","0","0","1","200","1","0","0","0","0","10","200","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0",420,34,2,3,2,"98003",5,3,"6",6,2,0,0,1,0,0,42500,1,1,0,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0,0,0,0.0588235294117647,0.105882352941176,3801.532633,0.8
2111,"2481","1251","5"," 0.00","0.00","0.00","1.9"," 0"," 0"," 0"," 6"," 29"," 35","0","0","0","0","0","0","2","1","60","3","0","0","0","0","0","1","120","0","0","0","0","1","10","0","0","0","0","120","0","1","0","1","0","0","0","0","0","1","0","0","0",421,48,1,5,1,"02111",4,2,"7",7,3,1,1,1,1,0,62500,1,0,1,0,62500,0,0,0,1,0,0,0,0,0,0,1,62.5,0,0,0,0.0304,0.0624,27344.44444,1
2111,"2481","1251","4"," 0.00","0.00","0.00","3.7"," 0"," 0"," 0","18"," 22"," 40","0","0","3","0","0","0","3","2","95","3","0","3","0","0","0","1","120","0","0","0","0","1","10","0","0","0","0","120","0","0","1","0","1","0","0","0","0","1","0","0","0",421,48,1,5,1,"02111",4,2,"7",7,3,1,1,1,1,0,62500,1,0,1,0,62500,0,0,0,1,0,0,0,0,0,0,1,62.5,0,0,0,0.0592,0.0912,27344.44444,0.8
2111,"2481","1251","6"," 0.00","0.00","0.00","2.8"," 0"," 0"," 0","12"," 25"," 37","0","0","3","0","0","0","3","3","40","3","0","3","0","0","0","1","120","0","0","0","0","1","10","0","0","0","0","120","0","0","1","0","0","1","0","0","0","1","0","0","0",421,48,1,5,1,"02111",4,2,"7",7,3,1,1,1,1,0,62500,1,0,1,0,62500,0,0,0,1,0,0,0,0,0,0,1,62.5,0,0,0,0.0448,0.0768,27344.44444,0.5
90022,"2484"," 428","5"," 3.17","2.30","2.30","0.0","10"," 9","10"," 0","  0","  0","5","1","0","5","5","1","3","4","40","6","0","0","1","0","1","0","0","0","0","0","0","0"," 9","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0.0437241379310345,0.0317241379310345,0.0317241379310345,0,0.0275862068965517,15330.67093,0
90022,"2484"," 428","4"," 0.00","2.30","3.17","0.0","10"," 7","10"," 0","  0","  0","0","1","0","3","1","1","1","3","40","6","0","0","0","1","0","0","15","0","0","0","0","1"," 5","0","0","0","0","15","1","0","0","0","0","1","0","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0,0.0317241379310345,0.0437241379310345,0,0.0275862068965517,15330.67093,0.5
90022,"2484"," 428","6"," 2.30","0.00","3.17","0.0","10"," 9","10"," 0","  0","  0","0","1","0","5","0","1","2","3","80","6","0","0","1","0","1","0","0","0","0","0","0","0"," 9","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0.0317241379310345,0,0.0437241379310345,0,0.0275862068965517,15330.67093,0.5
90022,"2484"," 428","6"," 2.30","0.00","3.17","0.0","10"," 9","10"," 0","  0","  0","0","1","0","5","0","1","2","3","80","6","0","0","1","1","1","0","0","0","0","0","0","0"," 8","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0.0317241379310345,0,0.0437241379310345,0,0.0275862068965517,15330.67093,0.5
90022,"2484"," 428","4"," 0.00","2.30","3.17","0.0","10"," 7","10"," 0","  0","  0","0","1","0","3","1","1","1","3","40","6","0","0","1","1","1","0","0","0","0","0","0","0"," 8","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0,0.0317241379310345,0.0437241379310345,0,0.0275862068965517,15330.67093,0.5
90022,"2484"," 428","5"," 3.17","2.30","2.30","0.0","10"," 9","10"," 0","  0","  0","5","1","0","5","5","1","3","4","40","6","0","0","0","1","0","0","15","0","0","0","0","1"," 8","0","0","0","0","15","0","0","1","0","0","0","1","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0.0437241379310345,0.0317241379310345,0.0317241379310345,0,0.0275862068965517,15330.67093,0
90022,"2484"," 428","4"," 0.00","2.30","3.17","0.0","10"," 7","10"," 0","  0","  0","0","1","0","3","1","1","1","3","40","6","0","0","1","0","1","0","0","0","0","0","0","0"," 9","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0,0.0317241379310345,0.0437241379310345,0,0.0275862068965517,15330.67093,0.5
90022,"2484"," 428","5"," 3.17","2.30","2.30","0.0","10"," 9","10"," 0","  0","  0","5","1","0","5","5","1","3","4","40","6","0","0","1","1","1","0","0","0","0","0","0","0"," 8","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0.0437241379310345,0.0317241379310345,0.0317241379310345,0,0.0275862068965517,15330.67093,0
90022,"2484"," 428","6"," 2.30","0.00","3.17","0.0","10"," 9","10"," 0","  0","  0","0","1","0","5","0","1","2","3","80","6","0","0","0","1","0","0","15","0","0","0","0","1"," 8","0","0","0","0","15","0","1","0","0","0","1","0","0","0","0","0","0","1",422,57,1,5,1,"90022",4,0,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,0,0,1,0,0,0,0,0,0,1,72.5,0.0317241379310345,0,0.0437241379310345,0,0.0275862068965517,15330.67093,0.5
55309,"2487","1250","4"," 0.00","0.00","0.00","7.0"," 0"," 0"," 0","24"," 27"," 51","0","1","5","0","0","0","3","4","40","3","0","0","0","0","0","1","30","1","0","0","0","0"," 1","30","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0",423,24,1,5,1,"55309",5,1,"9",5,5,1,1,1,1,0,125000,1,0,1,0,30000,0,1,0,0,0,0,0,1,0,0,0,30,0,0,0,0.233333333333333,0.3,277.7303234,0
55309,"2487","1250","5"," 0.00","0.00","0.00","3.1"," 0"," 0"," 0"," 6"," 37"," 43","0","1","5","0","0","0","1","4","80","3","0","0","0","0","0","1","30","1","0","0","0","0"," 1","30","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0",423,24,1,5,1,"55309",5,1,"9",5,5,1,1,1,1,0,125000,1,0,1,0,30000,0,1,0,0,0,0,0,1,0,0,0,30,0,0,0,0.103333333333333,0.17,277.7303234,0
55309,"2487","1250","6"," 0.00","0.00","0.00","5.5"," 0"," 0"," 0","18"," 30"," 48","0","1","5","0","0","0","3","1","95","3","0","0","0","0","0","1","30","1","0","0","0","0","10","30","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0",423,24,1,5,1,"55309",5,1,"9",5,5,1,1,1,1,0,125000,1,0,1,0,30000,0,1,0,0,0,0,0,1,0,0,0,30,0,0,0,0.183333333333333,0.25,277.7303234,1
73034,"2482","1249","4"," 0.00","0.00","0.00","3.1"," 0"," 0"," 0"," 6"," 37"," 43","0","0","1","0","0","0","1","2","60","4","0","1","0","0","0","1","30","1","0","0","0","0","10","30","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0",424,42,1,6,2,"73034",4,2,"5",5,1,1,1,1,1,1,30000,1,1,0,0,30000,0,0,0,0,0,1,0,0,0,0,1,30,0,0,0,0.103333333333333,0.17,736.0395784,0.8
73034,"2482","1249","6"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0"," 6"," 37"," 43","0","0","3","0","0","0","3","2","40","4","0","3","0","0","0","1","30","1","0","0","0","0","10","30","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0",424,42,1,6,2,"73034",4,2,"5",5,1,1,1,1,1,1,30000,1,1,0,0,30000,0,0,0,0,0,1,0,0,0,0,1,30,0,0,0,0,0.0666666666666667,736.0395784,0.8
73034,"2482","1249","5"," 0.00","0.00","0.00","3.7"," 0"," 0"," 0","18"," 30"," 48","0","0","5","0","0","0","1","1","60","4","0","5","0","0","0","1","30","1","0","0","0","0","10","30","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",424,42,1,6,2,"73034",4,2,"5",5,1,1,1,1,1,1,30000,1,1,0,0,30000,0,0,0,0,0,1,0,0,0,0,1,30,0,0,0,0.123333333333333,0.19,736.0395784,1
55437,"2480"," 579","6"," 7.22","0.00","0.00","0.0","21"," 0"," 0"," 7","  6"," 13","3","0","1","0","0","0","1","4","95","2","3","1","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0",425,43,1,5,1,"55437",4,2,"10",8,2,1,1,1,1,0,175000,1,0,1,0,72500,0,0,0,0,0,1,0,0,0,1,0,72.5,0.0995862068965517,0,0,0,0.0275862068965517,2662.402924,0
