"zipn","p","dperson","sp","sccost","dlcost","dbcost","stcost","sctime","dltime","dbtime","sttime","stransittime","sttotime","SCAV","AVtech","STAV","DLAW","DBAW","DBDW","PRCP","BKLN","TEMP","purpose","SCAW","STAW","scooter_av","dlbike_av","dkbike_av","sctransit_av","triptime","car_av","transit_av","rd_av","walk_av","bike_av","choice","cartime","transittime","rdtime","walktime","biketime","PRCP_1","PRCP_2","PRCP_3","BKLN_1","BKLN_2","BKLN_3","BKLN_4","purpose_1","purpose_2","purpose_3","purpose_4","purpose_5","purpose_6","who","age","race","edu","work","zipcode","hhsize","child","hhincome","idincome","veh","bike","higheredu","employ","white","stu_dummy","mean_hhincome","veh_dummy","gender_F","gender_M","gender_O","mean_idincome","originpurpose_errand","originpurpose_home","originpurpose_school","originpurpose_shopping","originpurpose_social","originpurpose_work","trippurp_HBO","trippurp_HBSHOP","trippurp_HBSOC","trippurp_HBW","trippurp_NHB","meanincomek","sccost_adj","dlcost_adj","dbcost_adj","stcost_adj","sttocost_adj","popdensity","BKLNn"
63301,"1156"," 280","4"," 0.00","0.00","0.00","5.0","29"," 0"," 0","15","  9"," 24","0","1","5","0","0","0","1","4","40","4","0","0","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",1131,63,1,5,1,"63301",3,1,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,1,0,0,0,0,1,0,0,0,0,72.5,0,0,0,0.0689655172413793,0.096551724137931,548.9313072,0
63301,"1156"," 280","4"," 0.00","0.00","0.00","5.0","29"," 0"," 0","15","  9"," 24","0","1","5","0","0","0","1","4","40","4","0","0","1","0","0","0","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",1131,63,1,5,1,"63301",3,1,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,1,0,0,0,0,1,0,0,0,0,72.5,0,0,0,0.0689655172413793,0.096551724137931,548.9313072,0
63301,"1156"," 280","5"," 0.00","0.00","0.00","0.0","35"," 0"," 0","12"," 10"," 22","1","1","0","0","0","0","3","2","80","4","1","0","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0",1131,63,1,5,1,"63301",3,1,"8",8,2,1,1,1,1,0,72500,1,1,0,0,72500,0,1,0,0,0,0,1,0,0,0,0,72.5,0,0,0,0,0.0275862068965517,548.9313072,0.8
49203,"1140"," 279","5"," 4.37","0.00","0.00","2.0","13"," 0"," 0"," 2","  7","  9","3","0","3","0","0","0","3","4","80","6","3","3","1","0","0","0","8","1","0","0","0","0"," 1","8","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1",1132,60,1,4,2,"49203",1,0,"3",3,1,1,0,1,1,0,17500,1,1,0,0,17500,0,1,0,0,0,0,0,0,1,0,0,17.5,0.249714285714286,0,0,0.114285714285714,0.228571428571429,1457.341912,0
49203,"1140"," 279","6"," 4.37","0.00","0.00","3.0","11"," 0"," 0"," 7","  4"," 11","3","0","0","0","0","0","2","1","95","6","3","0","1","0","0","0","8","1","0","0","0","0"," 1","8","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1",1132,60,1,4,2,"49203",1,0,"3",3,1,1,0,1,1,0,17500,1,1,0,0,17500,0,1,0,0,0,0,0,0,1,0,0,17.5,0.249714285714286,0,0,0.171428571428571,0.285714285714286,1457.341912,1
49203,"1140"," 279","4"," 5.71","0.00","0.00","2.0","16"," 0"," 0"," 5","  5"," 10","3","0","1","0","0","0","1","4","80","6","3","1","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1",1132,60,1,4,2,"49203",1,0,"3",3,1,1,0,1,1,0,17500,1,1,0,0,17500,0,1,0,0,0,0,0,0,1,0,0,17.5,0.326285714285714,0,0,0.114285714285714,0.228571428571429,1457.341912,0
49203,"1140"," 279","5"," 4.37","0.00","0.00","2.0","13"," 0"," 0"," 2","  7","  9","3","0","3","0","0","0","3","4","80","6","3","3","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1",1132,60,1,4,2,"49203",1,0,"3",3,1,1,0,1,1,0,17500,1,1,0,0,17500,0,1,0,0,0,0,0,0,1,0,0,17.5,0.249714285714286,0,0,0.114285714285714,0.228571428571429,1457.341912,0
49203,"1140"," 279","6"," 4.37","0.00","0.00","3.0","11"," 0"," 0"," 7","  4"," 11","3","0","0","0","0","0","2","1","95","6","3","0","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1",1132,60,1,4,2,"49203",1,0,"3",3,1,1,0,1,1,0,17500,1,1,0,0,17500,0,1,0,0,0,0,0,0,1,0,0,17.5,0.249714285714286,0,0,0.171428571428571,0.285714285714286,1457.341912,1
49203,"1140"," 279","4"," 5.71","0.00","0.00","2.0","16"," 0"," 0"," 5","  5"," 10","3","0","1","0","0","0","1","4","80","6","3","1","0","0","0","1","8","1","0","0","0","0"," 1","8","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1",1132,60,1,4,2,"49203",1,0,"3",3,1,1,0,1,1,0,17500,1,1,0,0,17500,0,1,0,0,0,0,0,0,1,0,0,17.5,0.326285714285714,0,0,0.114285714285714,0.228571428571429,1457.341912,0
8833,"1138"," 278","6"," 5.40","0.00","0.00","6.0","23"," 0"," 0","15","  9"," 24","3","1","5","0","0","0","2","4","40","4","3","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0",1133,53,1,5,1,"08833",5,3,"11",11,3,1,1,1,1,0,225000,1,0,1,0,225000,0,1,0,0,0,0,1,0,0,0,0,225,0.024,0,0,0.0266666666666667,0.0355555555555556,263.6690647,0
8833,"1138"," 278","6"," 5.40","0.00","0.00","6.0","23"," 0"," 0","15","  9"," 24","3","1","5","0","0","0","2","4","40","4","3","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0",1133,53,1,5,1,"08833",5,3,"11",11,3,1,1,1,1,0,225000,1,0,1,0,225000,0,1,0,0,0,0,1,0,0,0,0,225,0.024,0,0,0.0266666666666667,0.0355555555555556,263.6690647,0
8833,"1138"," 278","5"," 8.34","0.00","0.00","0.0","35"," 0"," 0"," 4"," 15"," 19","5","1","1","0","0","0","1","3","60","4","5","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0",1133,53,1,5,1,"08833",5,3,"11",11,3,1,1,1,1,0,225000,1,0,1,0,225000,0,1,0,0,0,0,1,0,0,0,0,225,0.0370666666666667,0,0,0,0.00888888888888889,263.6690647,0.5
8833,"1138"," 278","4"," 5.40","0.00","0.00","2.0","35"," 0"," 0"," 4"," 15"," 19","3","1","5","0","0","0","1","2","80","4","3","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0",1133,53,1,5,1,"08833",5,3,"11",11,3,1,1,1,1,0,225000,1,0,1,0,225000,0,1,0,0,0,0,1,0,0,0,0,225,0.024,0,0,0.00888888888888889,0.0177777777777778,263.6690647,0.8
8833,"1138"," 278","5"," 8.34","0.00","0.00","0.0","35"," 0"," 0"," 4"," 15"," 19","5","1","1","0","0","0","1","3","60","4","5","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0",1133,53,1,5,1,"08833",5,3,"11",11,3,1,1,1,1,0,225000,1,0,1,0,225000,0,1,0,0,0,0,1,0,0,0,0,225,0.0370666666666667,0,0,0,0.00888888888888889,263.6690647,0.5
8833,"1138"," 278","4"," 5.40","0.00","0.00","2.0","35"," 0"," 0"," 4"," 15"," 19","3","1","5","0","0","0","1","2","80","4","3","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0",1133,53,1,5,1,"08833",5,3,"11",11,3,1,1,1,1,0,225000,1,0,1,0,225000,0,1,0,0,0,0,1,0,0,0,0,225,0.024,0,0,0.00888888888888889,0.0177777777777778,263.6690647,0.8
2359,"1128"," 639","4"," 0.00","0.00","0.00","7.3"," 0"," 0"," 0","18"," 48"," 66","0","0","3","0","0","0","3","2","95","6","0","3","0","0","0","1","40","1","0","0","0","0"," 1","40","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1",1134,34,1,5,2,"02359",1,0,"4",4,1,1,1,1,1,0,22500,1,1,0,0,22500,0,1,0,0,0,0,0,0,1,0,0,22.5,0,0,0,0.324444444444444,0.413333333333333,818.661891,0.8
2359,"1128"," 639","6"," 0.00","0.00","0.00","4.0"," 0"," 0"," 0","12"," 51"," 63","0","0","3","0","0","0","1","1","60","6","0","3","0","0","0","1","40","1","0","0","0","0"," 1","40","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1",1134,34,1,5,2,"02359",1,0,"4",4,1,1,1,1,1,0,22500,1,1,0,0,22500,0,1,0,0,0,0,0,0,1,0,0,22.5,0,0,0,0.177777777777778,0.266666666666667,818.661891,1
2359,"1128"," 639","5"," 0.00","0.00","0.00","2.5"," 0"," 0"," 0"," 6"," 55"," 61","0","0","3","0","0","0","1","4","60","6","0","3","0","0","0","1","40","1","0","0","0","0"," 1","40","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1",1134,34,1,5,2,"02359",1,0,"4",4,1,1,1,1,1,0,22500,1,1,0,0,22500,0,1,0,0,0,0,0,0,1,0,0,22.5,0,0,0,0.111111111111111,0.2,818.661891,0
2150,"1130"," 638","4"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","12"," 34"," 46","0","1","5","0","0","0","1","2","40","2","0","0","0","0","0","1","30","1","0","0","0","0"," 1","30","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0",1135,26,4,3,1,"02150",5,0,"6",6,2,1,0,1,0,0,42500,1,0,1,0,42500,1,0,0,0,0,0,1,0,0,0,0,42.5,0,0,0,0,0.0470588235294118,15907.6087,0.8
2150,"1130"," 638","5"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0","18"," 30"," 48","0","1","1","0","0","0","3","3","40","2","0","0","0","0","0","1","30","1","0","0","0","0"," 1","30","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",1135,26,4,3,1,"02150",5,0,"6",6,2,1,0,1,0,0,42500,1,0,1,0,42500,1,0,0,0,0,0,1,0,0,0,0,42.5,0,0,0,0,0.0470588235294118,15907.6087,0.5
2150,"1130"," 638","6"," 0.00","0.00","0.00","2.5"," 0"," 0"," 0"," 6"," 37"," 43","0","1","0","0","0","0","3","2","60","2","0","0","0","0","0","1","30","1","0","0","0","0"," 1","30","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0",1135,26,4,3,1,"02150",5,0,"6",6,2,1,0,1,0,0,42500,1,0,1,0,42500,1,0,0,0,0,0,1,0,0,0,0,42.5,0,0,0,0.0588235294117647,0.105882352941176,15907.6087,0.8
89015,"1123"," 637","6"," 0.00","0.00","0.00","7.0"," 0"," 0"," 0","24"," 18"," 42","0","0","0","0","0","0","3","3","95","1","0","0","0","0","0","1","25","1","0","0","0","0"," 1","25","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0",1136,54,1,6,1,"89015",1,0,"8",8,2,0,1,1,1,0,72500,1,0,1,0,72500,0,1,0,0,0,0,0,0,0,1,0,72.5,0,0,0,0.096551724137931,0.124137931034483,1039.369869,0.5
89015,"1123"," 637","5"," 0.00","0.00","0.00","3.7"," 0"," 0"," 0","18"," 22"," 40","0","0","0","0","0","0","2","3","60","1","0","0","0","0","0","1","25","1","0","0","0","0"," 1","25","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0",1136,54,1,6,1,"89015",1,0,"8",8,2,0,1,1,1,0,72500,1,0,1,0,72500,0,1,0,0,0,0,0,0,0,1,0,72.5,0,0,0,0.0510344827586207,0.0786206896551724,1039.369869,0.5
89015,"1123"," 637","4"," 0.00","0.00","0.00","4.6"," 0"," 0"," 0","24"," 18"," 42","0","0","1","0","0","0","1","1","60","1","0","1","0","0","0","1","25","1","0","0","0","0"," 1","25","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0",1136,54,1,6,1,"89015",1,0,"8",8,2,0,1,1,1,0,72500,1,0,1,0,72500,0,1,0,0,0,0,0,0,0,1,0,72.5,0,0,0,0.063448275862069,0.0910344827586207,1039.369869,1
55316,"1103"," 636","5"," 0.00","0.00","0.00","4.0"," 0"," 0"," 0","12"," 60"," 72","0","1","1","0","0","0","3","1","80","5","0","0","0","0","0","1","45","1","0","0","0","0","10","45","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0",1137,25,2,5,1,"55316",2,1,"7",5,1,0,1,1,0,0,62500,1,1,0,0,30000,0,1,0,0,0,0,0,0,0,1,0,30,0,0,0,0.133333333333333,0.2,2826.762977,1
55316,"1103"," 636","4"," 0.00","0.00","0.00","4.6"," 0"," 0"," 0","24"," 53"," 77","0","1","0","0","0","0","3","4","40","5","0","0","0","0","0","1","45","1","0","0","0","0","10","45","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0",1137,25,2,5,1,"55316",2,1,"7",5,1,0,1,1,0,0,62500,1,1,0,0,30000,0,1,0,0,0,0,0,0,0,1,0,30,0,0,0,0.153333333333333,0.22,2826.762977,0
55316,"1103"," 636","6"," 0.00","0.00","0.00","3.1"," 0"," 0"," 0"," 6"," 64"," 70","0","1","5","0","0","0","3","1","40","5","0","0","0","0","0","1","45","1","0","0","0","0","10","45","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0",1137,25,2,5,1,"55316",2,1,"7",5,1,0,1,1,0,0,62500,1,1,0,0,30000,0,1,0,0,0,0,0,0,0,1,0,30,0,0,0,0.103333333333333,0.17,2826.762977,1
30318,"1132"," 277","5"," 0.00","0.00","0.00","4.0","22"," 0"," 0"," 9","  8"," 17","5","0","5","0","0","0","3","3","80","4","5","5","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0",1138,35,1,6,1,"30318",1,0,"7",7,1,0,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0,0,0,0.064,0.096,2442.349244,0.5
30318,"1132"," 277","6"," 4.34","0.00","0.00","0.0","18"," 0"," 0"," 3"," 11"," 14","1","0","5","0","0","0","1","4","60","4","1","5","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",1138,35,1,6,1,"30318",1,0,"7",7,1,0,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.06944,0,0,0,0.032,2442.349244,0
30318,"1132"," 277","6"," 4.34","0.00","0.00","0.0","18"," 0"," 0"," 3"," 11"," 14","1","0","5","0","0","0","1","4","60","4","1","5","1","0","0","0","12","1","0","0","0","0"," 7","12","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",1138,35,1,6,1,"30318",1,0,"7",7,1,0,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.06944,0,0,0,0.032,2442.349244,0
30318,"1132"," 277","4"," 4.34","0.00","0.00","2.0","18"," 0"," 0"," 3"," 11"," 14","0","0","5","0","0","0","3","4","60","4","0","5","1","0","0","0","12","1","0","0","0","0"," 7","12","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0",1138,35,1,6,1,"30318",1,0,"7",7,1,0,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.06944,0,0,0.032,0.064,2442.349244,0
30318,"1132"," 277","5"," 0.00","0.00","0.00","4.0","22"," 0"," 0"," 9","  8"," 17","5","0","5","0","0","0","3","3","80","4","5","5","1","0","0","0","12","1","0","0","0","0"," 1","12","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0",1138,35,1,6,1,"30318",1,0,"7",7,1,0,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0,0,0,0.064,0.096,2442.349244,0.5
30318,"1132"," 277","4"," 4.34","0.00","0.00","2.0","18"," 0"," 0"," 3"," 11"," 14","0","0","5","0","0","0","3","4","60","4","0","5","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0",1138,35,1,6,1,"30318",1,0,"7",7,1,0,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.06944,0,0,0.032,0.064,2442.349244,0
8505,"1125"," 197","4"," 2.41","3.36","3.36","0.0"," 9"," 8"," 9"," 0","  0","  0","1","0","0","1","0","3","1","2","80","3","1","0","1","1","1","0","0","0","0","0","0","0"," 7","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0.01928,0.02688,0.02688,0,0.016,842.4452572,0.8
8505,"1125"," 197","6"," 0.00","3.36","3.36","0.0"," 8"," 8","11"," 0","  0","  0","0","0","0","3","5","0","1","3","95","3","0","0","0","1","1","0","0","0","0","0","0","0"," 8","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0,0.02688,0.02688,0,0.016,842.4452572,0.5
8505,"1125"," 197","5"," 2.41","4.30","0.00","0.0","11"," 8","11"," 0","  0","  0","0","0","0","0","0","0","1","2","95","3","0","0","0","0","1","0","6","1","0","0","0","0"," 1","6","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0.01928,0.0344,0,0,0.016,842.4452572,0.8
8505,"1125"," 197","6"," 0.00","3.36","3.36","0.0"," 8"," 8","11"," 0","  0","  0","0","0","0","3","5","0","1","3","95","3","0","0","1","1","1","0","0","0","0","0","0","0"," 7","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0,0.02688,0.02688,0,0.016,842.4452572,0.5
8505,"1125"," 197","5"," 2.41","4.30","0.00","0.0","11"," 8","11"," 0","  0","  0","0","0","0","0","0","0","1","2","95","3","0","0","1","1","0","0","0","0","0","0","0","0"," 7","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0.01928,0.0344,0,0,0.016,842.4452572,0.8
8505,"1125"," 197","6"," 0.00","3.36","3.36","0.0"," 8"," 8","11"," 0","  0","  0","0","0","0","3","5","0","1","3","95","3","0","0","1","0","0","0","6","1","0","0","0","0"," 1","6","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0,0.02688,0.02688,0,0.016,842.4452572,0.5
8505,"1125"," 197","5"," 2.41","4.30","0.00","0.0","11"," 8","11"," 0","  0","  0","0","0","0","0","0","0","1","2","95","3","0","0","1","1","1","0","0","0","0","0","0","0"," 9","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0.01928,0.0344,0,0,0.016,842.4452572,0.8
8505,"1125"," 197","4"," 2.41","3.36","3.36","0.0"," 9"," 8"," 9"," 0","  0","  0","1","0","0","1","0","3","1","2","80","3","1","0","1","0","0","0","6","1","0","0","0","0"," 1","6","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0.01928,0.02688,0.02688,0,0.016,842.4452572,0.8
8505,"1125"," 197","4"," 2.41","3.36","3.36","0.0"," 9"," 8"," 9"," 0","  0","  0","1","0","0","1","0","3","1","2","80","3","1","0","0","1","1","0","0","0","0","0","0","0"," 8","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1139,54,1,6,1,"08505",4,2,"9",9,2,0,1,1,1,0,125000,1,0,1,0,125000,0,1,0,0,0,0,0,1,0,0,0,125,0.01928,0.02688,0.02688,0,0.016,842.4452572,0.8
68763,"1113"," 635","6"," 0.00","0.00","0.00","2.5"," 0"," 0"," 0"," 6"," 93"," 99","0","0","3","0","0","0","3","2","40","3","0","3","0","0","0","1","60","1","0","0","0","0","10","60","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0",1140,46,1,5,1,"68763",3,1,"5",5,2,1,1,1,1,0,30000,1,0,1,0,30000,0,1,0,0,0,0,0,1,0,0,0,30,0,0,0,0.0833333333333333,0.15,9.020882596,0.8
68763,"1113"," 635","5"," 0.00","0.00","0.00","5.2"," 0"," 0"," 0","12"," 89","101","0","0","0","0","0","0","2","2","40","3","0","0","0","0","0","1","60","1","0","0","0","0","10","60","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0",1140,46,1,5,1,"68763",3,1,"5",5,2,1,1,1,1,0,30000,1,0,1,0,30000,0,1,0,0,0,0,0,1,0,0,0,30,0,0,0,0.173333333333333,0.24,9.020882596,0.8
68763,"1113"," 635","4"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0"," 6"," 93"," 99","0","0","5","0","0","0","1","2","80","3","0","5","0","0","0","1","60","1","0","0","0","0"," 1","60","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0",1140,46,1,5,1,"68763",3,1,"5",5,2,1,1,1,1,0,30000,1,0,1,0,30000,0,1,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0.0666666666666667,9.020882596,0.8
7631,"1112"," 634","4"," 0.00","0.00","0.00","7.0"," 0"," 0"," 0","24"," 35"," 59","0","1","3","0","0","0","1","2","80","2","0","0","0","0","0","1","35","1","0","0","0","0"," 1","35","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0",1141,39,2,3,4,"07631",5,4,"2",2,1,1,0,0,0,0,12500,1,1,0,0,12500,1,0,0,0,0,0,1,0,0,0,0,12.5,0,0,0,0.56,0.72,5523.217923,0.8
7631,"1112"," 634","5"," 0.00","0.00","0.00","9.4"," 0"," 0"," 0","24"," 35"," 59","0","1","5","0","0","0","1","3","60","2","0","0","0","0","0","1","35","1","0","0","0","0"," 1","35","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0",1141,39,2,3,4,"07631",5,4,"2",2,1,1,0,0,0,0,12500,1,1,0,0,12500,1,0,0,0,0,0,1,0,0,0,0,12.5,0,0,0,0.752,0.912,5523.217923,0.5
7631,"1112"," 634","6"," 0.00","0.00","0.00","0.0"," 0"," 0"," 0"," 6"," 46"," 52","0","1","5","0","0","0","2","1","40","2","0","0","0","0","0","1","35","1","0","0","0","0"," 1","35","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0",1141,39,2,3,4,"07631",5,4,"2",2,1,1,0,0,0,0,12500,1,1,0,0,12500,1,0,0,0,0,0,1,0,0,0,0,12.5,0,0,0,0,0.16,5523.217923,1
55426,"1114"," 276","6","11.28","0.00","0.00","0.0","29"," 0"," 0"," 9"," 12"," 21","3","1","3","0","0","0","3","1","95","4","3","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0",1142,41,1,3,1,"55426",1,0,"6",6,1,0,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0.265411764705882,0,0,0,0.0470588235294118,3691.727098,1
55426,"1114"," 276","6","11.28","0.00","0.00","0.0","29"," 0"," 0"," 9"," 12"," 21","3","1","3","0","0","0","3","1","95","4","3","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0",1142,41,1,3,1,"55426",1,0,"6",6,1,0,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0.265411764705882,0,0,0,0.0470588235294118,3691.727098,1
55426,"1114"," 276","5","11.28","0.00","0.00","5.0","23"," 0"," 0","12"," 10"," 22","0","1","3","0","0","0","1","4","60","4","0","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",1142,41,1,3,1,"55426",1,0,"6",6,1,0,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0.265411764705882,0,0,0.117647058823529,0.164705882352941,3691.727098,0
55426,"1114"," 276","4"," 0.00","0.00","0.00","3.0","29"," 0"," 0","12"," 10"," 22","5","1","3","0","0","0","1","1","60","4","5","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",1142,41,1,3,1,"55426",1,0,"6",6,1,0,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0,0,0,0.0705882352941176,0.117647058823529,3691.727098,1
55426,"1114"," 276","4"," 0.00","0.00","0.00","3.0","29"," 0"," 0","12"," 10"," 22","5","1","3","0","0","0","1","1","60","4","5","0","1","0","0","1","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0",1142,41,1,3,1,"55426",1,0,"6",6,1,0,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0,0,0,0.0705882352941176,0.117647058823529,3691.727098,1
55426,"1114"," 276","5","11.28","0.00","0.00","5.0","23"," 0"," 0","12"," 10"," 22","0","1","3","0","0","0","1","4","60","4","0","0","0","0","0","1","15","1","0","0","0","0"," 1","15","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0",1142,41,1,3,1,"55426",1,0,"6",6,1,0,0,1,1,0,42500,1,0,1,0,42500,0,0,0,0,0,1,0,0,0,0,1,42.5,0.265411764705882,0,0,0.117647058823529,0.164705882352941,3691.727098,0
48076,"1122"," 275","6"," 5.40","0.00","0.00","5.0","23"," 0"," 0","12"," 10"," 22","0","0","0","0","0","0","2","1","80","6","0","0","1","0","0","1","0","0","0","0","0","0"," 7","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1",1143,56,1,5,2,"48076",2,0,"9",5,2,1,1,1,1,0,125000,1,1,0,0,30000,0,1,0,0,0,0,0,0,1,0,0,30,0.18,0,0,0.166666666666667,0.233333333333333,3565.950274,1
