,zipn,p_x,dperson_x,sp,sccost,dlcost,dbcost,stcost,sctime,dltime,dbtime,sttime,stransittime,sttotime,SCAV,AVtech,STAV,DLAW,DBAW,DBDW,PRCP,BKLN,TEMP,purpose,SCAW,STAW,scooter_av,dlbike_av,dkbike_av,sctransit_av,triptime,car_av,transit_av,rd_av,walk_av,bike_av,choice,cartime,transittime,rdtime,walktime,biketime,PRCP_1,PRCP_2,PRCP_3,BKLN_1,BKLN_2,BKLN_3,BKLN_4,purpose_1,purpose_2,purpose_3,purpose_4,purpose_5,purpose_6,who,age,race,edu,work,zipcode,hhsize,child,hhincome,idincome,veh,bike,higheredu,employ,white,stu_dummy,mean_hhincome,veh_dummy,gender_F,gender_M,gender_O,mean_idincome,originpurpose_errand,originpurpose_home,originpurpose_school,originpurpose_shopping,originpurpose_social,originpurpose_work,trippurp_HBO,trippurp_HBSHOP,trippurp_HBSOC,trippurp_HBW,trippurp_NHB,meanincomek,sccost_adj,dlcost_adj,dbcost_adj,stcost_adj,sttocost_adj,popdensity,BKLNn,unique_id,Unnamed: 0_x,user,p_y,dperson_y,Unnamed: 0_y,socialnorm1,socialnorm2,socialnorm3,socialnorm4,socialnorm5,socialnorm6,expectedperf1,expectedperf2,expectedperf3,expectedperf4,expectedperf5,envbenefit1,envbenefit2,envbenefit3,envbenefit4,perceivedrisk1,perceivedrisk2,perceivedrisk3,resideffects1,resideffects2,resideffects3,resideffects4,envvalues1,envvalues2,envvalues3,envvalues4,antimicro1,antimicro2,antimicro3,intentiontouse1,intentiontouse2,intentiontouse3
0,76226,688,221,4,0.0,0.0,0.0,0.0,14,0,0,9,5,14,1,0,3,0,0,0,2,3,60,4,1,3,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,21,1,3,2,76226,4,0,6,3,4,0,0,1,1,1,42500,1,0,1,0,17500,0,1,0,0,0,0,1,0,0,0,0,17.5,0.0,0.0,0.0,0.0,0.114285714285714,386.3045302,0.5,688_221,394,2u9w5H1FiaoyNJWayEf3,688,221,76,4,5,5,4,5,3.0,5,5,6,5,5,5,6,5,5.0,2,3,2,1,5,0,6,4,4,4,6,5,4,5,5,4.0,4
1,76226,688,221,6,5.44,0.0,0.0,2.0,18,0,0,3,9,12,0,0,0,0,0,0,3,4,80,4,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,21,1,3,2,76226,4,0,6,3,4,0,0,1,1,1,42500,1,0,1,0,17500,0,1,0,0,0,0,1,0,0,0,0,17.5,0.310857142857143,0.0,0.0,0.114285714285714,0.228571428571429,386.3045302,0.0,688_221,394,2u9w5H1FiaoyNJWayEf3,688,221,76,4,5,5,4,5,3.0,5,5,6,5,5,5,6,5,5.0,2,3,2,1,5,0,6,4,4,4,6,5,4,5,5,4.0,4
2,76226,688,221,5,7.22,0.0,0.0,1.0,21,0,0,3,9,12,0,0,5,0,0,0,1,1,40,4,0,5,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,21,1,3,2,76226,4,0,6,3,4,0,0,1,1,1,42500,1,0,1,0,17500,0,1,0,0,0,0,1,0,0,0,0,17.5,0.412571428571429,0.0,0.0,0.0571428571428571,0.171428571428571,386.3045302,1.0,688_221,394,2u9w5H1FiaoyNJWayEf3,688,221,76,4,5,5,4,5,3.0,5,5,6,5,5,5,6,5,5.0,2,3,2,1,5,0,6,4,4,4,6,5,4,5,5,4.0,4
3,67042,582,76,6,3.81,4.93,0.0,0.0,11,13,11,0,0,0,1,1,0,3,0,1,1,4,40,6,0,0,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,70,1,5,2,67042,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.06096,0.07888,0.0,0.0,0.032,70.12648447,0.0,582_76,4009,IMkFveCe2Q4ceC7giEZ5,582,76,803,5,4,5,4,2,3.0,3,5,6,5,6,4,5,6,2.0,5,5,1,1,4,0,5,4,5,4,6,6,6,6,4,6.0,5
4,67042,582,76,6,3.81,4.93,0.0,0.0,11,13,11,0,0,0,1,1,0,3,0,1,1,4,40,6,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,70,1,5,2,67042,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.06096,0.07888,0.0,0.0,0.032,70.12648447,0.0,582_76,4009,IMkFveCe2Q4ceC7giEZ5,582,76,803,5,4,5,4,2,3.0,3,5,6,5,6,4,5,6,2.0,5,5,1,1,4,0,5,4,5,4,6,6,6,6,4,6.0,5
5,67042,582,76,5,4.93,0.0,3.81,0.0,9,11,11,0,0,0,3,1,0,3,3,1,3,4,80,6,0,0,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,70,1,5,2,67042,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.07888,0.0,0.06096,0.0,0.032,70.12648447,0.0,582_76,4009,IMkFveCe2Q4ceC7giEZ5,582,76,803,5,4,5,4,2,3.0,3,5,6,5,6,4,5,6,2.0,5,5,1,1,4,0,5,4,5,4,6,6,6,6,4,6.0,5
6,67042,582,76,4,2.68,2.68,4.93,0.0,11,9,9,0,0,0,3,1,0,3,5,0,1,3,40,6,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,70,1,5,2,67042,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.04288,0.04288,0.07888,0.0,0.032,70.12648447,0.5,582_76,4009,IMkFveCe2Q4ceC7giEZ5,582,76,803,5,4,5,4,2,3.0,3,5,6,5,6,4,5,6,2.0,5,5,1,1,4,0,5,4,5,4,6,6,6,6,4,6.0,5
7,67042,582,76,4,2.68,2.68,4.93,0.0,11,9,9,0,0,0,3,1,0,3,5,0,1,3,40,6,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,70,1,5,2,67042,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.04288,0.04288,0.07888,0.0,0.032,70.12648447,0.5,582_76,4009,IMkFveCe2Q4ceC7giEZ5,582,76,803,5,4,5,4,2,3.0,3,5,6,5,6,4,5,6,2.0,5,5,1,1,4,0,5,4,5,4,6,6,6,6,4,6.0,5
8,67042,582,76,5,4.93,0.0,3.81,0.0,9,11,11,0,0,0,3,1,0,3,3,1,3,4,80,6,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,70,1,5,2,67042,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.07888,0.0,0.06096,0.0,0.032,70.12648447,0.0,582_76,4009,IMkFveCe2Q4ceC7giEZ5,582,76,803,5,4,5,4,2,3.0,3,5,6,5,6,4,5,6,2.0,5,5,1,1,4,0,5,4,5,4,6,6,6,6,4,6.0,5
9,47203,543,194,4,0.0,0.0,0.0,2.0,13,0,0,6,6,12,1,1,0,0,0,0,2,2,95,3,1,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,25,1,5,1,47203,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,62500,0,0,0,0,0,1,0,0,0,0,1,62.5,0.0,0.0,0.0,0.032,0.064,333.1009913,0.8,543_194,8368,YaEutOzPgldlhMU6uPZ2,543,194,1682,5,6,3,6,1,5.0,4,6,5,4,4,5,5,6,4.0,6,5,2,1,5,1,5,4,6,4,2,3,3,2,4,5.0,4
10,47203,543,194,6,5.03,0.0,0.0,0.0,19,0,0,6,6,12,5,1,1,0,0,0,3,4,40,3,5,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,25,1,5,1,47203,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,62500,0,0,0,0,0,1,0,0,0,0,1,62.5,0.08048,0.0,0.0,0.0,0.032,333.1009913,0.0,543_194,8368,YaEutOzPgldlhMU6uPZ2,543,194,1682,5,6,3,6,1,5.0,4,6,5,4,4,5,5,6,4.0,6,5,2,1,5,1,5,4,6,4,2,3,3,2,4,5.0,4
11,47203,543,194,5,0.0,0.0,0.0,0.0,19,0,0,6,6,12,1,1,3,0,0,0,2,2,95,3,1,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,25,1,5,1,47203,3,1,7,7,2,1,1,1,1,0,62500,1,0,1,0,62500,0,0,0,0,0,1,0,0,0,0,1,62.5,0.0,0.0,0.0,0.0,0.032,333.1009913,0.8,543_194,8368,YaEutOzPgldlhMU6uPZ2,543,194,1682,5,6,3,6,1,5.0,4,6,5,4,4,5,5,6,4.0,6,5,2,1,5,1,5,4,6,4,2,3,3,2,4,5.0,4
12,21234,510,184,4,3.42,0.0,0.0,2.0,13,0,0,2,8,10,3,1,5,0,0,0,1,3,80,6,3,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,25,1,5,2,21234,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.05472,0.0,0.0,0.032,0.064,5371.322963,0.5,510_184,5821,ot7ZFnNxSjJe7akOLUiy,510,184,1174,5,4,2,4,4,3.0,4,4,5,4,6,5,6,6,2.0,4,5,3,1,5,1,5,6,6,6,1,1,2,3,5,6.0,5
13,21234,510,184,5,6.64,0.0,0.0,3.0,13,0,0,8,5,13,5,1,5,0,0,0,3,3,95,6,5,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,25,1,5,2,21234,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.10624,0.0,0.0,0.048,0.08,5371.322963,0.5,510_184,5821,ot7ZFnNxSjJe7akOLUiy,510,184,1174,5,4,2,4,4,3.0,4,4,5,4,6,5,6,6,2.0,4,5,3,1,5,1,5,6,6,6,1,1,2,3,5,6.0,5
14,21234,510,184,6,0.0,0.0,0.0,4.0,13,0,0,8,5,13,0,1,5,0,0,0,1,2,40,6,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,25,1,5,2,21234,4,0,7,7,2,1,1,1,1,1,62500,1,0,1,0,62500,0,1,0,0,0,0,0,0,1,0,0,62.5,0.0,0.0,0.0,0.064,0.096,5371.322963,0.8,510_184,5821,ot7ZFnNxSjJe7akOLUiy,510,184,1174,5,4,2,4,4,3.0,4,4,5,4,6,5,6,6,2.0,4,5,3,1,5,1,5,6,6,6,1,1,2,3,5,6.0,5
15,46222,341,137,4,5.03,0.0,0.0,2.0,13,0,0,6,6,12,3,0,0,0,0,0,1,3,60,5,3,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7,29,3,5,1,46222,3,1,7,6,3,1,1,1,0,0,62500,1,1,0,0,42500,0,0,1,0,0,0,0,0,0,0,1,42.5,0.118352941176471,0.0,0.0,0.0470588235294118,0.0941176470588235,3049.444643,0.5,341_137,5536,NtVzR95pSWBikBLwImyr,341,137,1110,6,6,1,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,6,1,6,1,6,6,6,6,6,1,1,1,6,6.0,6
16,46222,341,137,6,3.42,0.0,0.0,2.0,13,0,0,5,7,12,1,0,3,0,0,0,3,1,80,5,1,3,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7,29,3,5,1,46222,3,1,7,6,3,1,1,1,0,0,62500,1,1,0,0,42500,0,0,1,0,0,0,0,0,0,0,1,42.5,0.0804705882352941,0.0,0.0,0.0470588235294118,0.0941176470588235,3049.444643,1.0,341_137,5536,NtVzR95pSWBikBLwImyr,341,137,1110,6,6,1,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,6,1,6,1,6,6,6,6,6,1,1,1,6,6.0,6
17,46222,341,137,5,6.64,0.0,0.0,2.0,13,0,0,5,7,12,3,0,3,0,0,0,2,2,95,5,3,3,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7,29,3,5,1,46222,3,1,7,6,3,1,1,1,0,0,62500,1,1,0,0,42500,0,0,1,0,0,0,0,0,0,0,1,42.5,0.156235294117647,0.0,0.0,0.0470588235294118,0.0941176470588235,3049.444643,0.8,341_137,5536,NtVzR95pSWBikBLwImyr,341,137,1110,6,6,1,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,6,1,6,1,6,6,6,6,6,1,1,1,6,6.0,6
18,33418,332,130,4,6.77,0.0,0.0,0.0,23,0,0,12,7,19,1,1,5,0,0,0,3,3,80,2,1,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,8,40,1,5,1,33418,5,1,8,6,2,1,1,1,1,1,72500,1,0,1,0,42500,0,0,0,1,0,0,0,1,0,0,0,42.5,0.159294117647059,0.0,0.0,0.0,0.0470588235294118,773.0297047,0.5,332_130,6637,rXzCR0KsJKTdii4XLiFo,332,130,1342,5,5,2,4,2,5.0,4,3,6,5,5,5,4,4,2.0,5,5,3,1,5,1,5,5,5,5,2,2,3,2,5,5.0,5
19,33418,332,130,6,4.46,0.0,0.0,3.0,23,0,0,9,8,17,3,1,1,0,0,0,3,1,40,2,3,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,8,40,1,5,1,33418,5,1,8,6,2,1,1,1,1,1,72500,1,0,1,0,42500,0,0,0,1,0,0,0,1,0,0,0,42.5,0.104941176470588,0.0,0.0,0.0705882352941176,0.117647058823529,773.0297047,1.0,332_130,6637,rXzCR0KsJKTdii4XLiFo,332,130,1342,5,5,2,4,2,5.0,4,3,6,5,5,5,4,4,2.0,5,5,3,1,5,1,5,5,5,5,2,2,3,2,5,5.0,5
20,33418,332,130,5,6.77,0.0,0.0,3.0,18,0,0,9,8,17,0,1,1,0,0,0,2,4,60,2,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,40,1,5,1,33418,5,1,8,6,2,1,1,1,1,1,72500,1,0,1,0,42500,0,0,0,1,0,0,0,1,0,0,0,42.5,0.159294117647059,0.0,0.0,0.0705882352941176,0.117647058823529,773.0297047,0.0,332_130,6637,rXzCR0KsJKTdii4XLiFo,332,130,1342,5,5,2,4,2,5.0,4,3,6,5,5,5,4,4,2.0,5,5,3,1,5,1,5,5,5,5,2,2,3,2,5,5.0,5
21,47885,285,98,4,5.03,0.0,0.0,3.0,16,0,0,6,6,12,0,1,1,0,0,0,1,1,80,3,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10,30,1,5,1,47885,3,1,6,5,1,1,1,1,1,0,42500,1,0,1,0,30000,0,0,1,0,0,0,0,0,0,0,1,30.0,0.167666666666667,0.0,0.0,0.1,0.166666666666667,109.440105,1.0,285_98,8254,XQLlBUROPVAUsODo15tM,285,98,1660,6,6,1,6,1,6.0,6,6,6,5,6,6,6,6,1.0,6,6,1,1,6,1,6,6,6,6,6,1,1,1,6,6.0,6
22,47885,285,98,5,5.03,0.0,0.0,0.0,16,0,0,5,7,12,0,1,3,0,0,0,3,1,95,3,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10,30,1,5,1,47885,3,1,6,5,1,1,1,1,1,0,42500,1,0,1,0,30000,0,0,1,0,0,0,0,0,0,0,1,30.0,0.167666666666667,0.0,0.0,0.0,0.0666666666666667,109.440105,1.0,285_98,8254,XQLlBUROPVAUsODo15tM,285,98,1660,6,6,1,6,1,6.0,6,6,6,5,6,6,6,6,1.0,6,6,1,1,6,1,6,6,6,6,6,1,1,1,6,6.0,6
23,47885,285,98,6,0.0,0.0,0.0,0.0,16,0,0,8,5,13,1,1,3,0,0,0,1,2,95,3,1,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,30,1,5,1,47885,3,1,6,5,1,1,1,1,1,0,42500,1,0,1,0,30000,0,0,1,0,0,0,0,0,0,0,1,30.0,0.0,0.0,0.0,0.0,0.0666666666666667,109.440105,0.8,285_98,8254,XQLlBUROPVAUsODo15tM,285,98,1660,6,6,1,6,1,6.0,6,6,6,5,6,6,6,6,1.0,6,6,1,1,6,1,6,6,6,6,6,1,1,1,6,6.0,6
24,17110,256,94,6,8.34,0.0,0.0,3.0,29,0,0,12,10,22,5,1,3,0,0,0,3,4,60,4,5,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,37,1,5,1,17110,2,0,7,7,2,1,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.13344,0.0,0.0,0.048,0.08,1914.211846,0.0,256_94,952,665pUFxc7EMFb34diXBQ,256,94,186,5,4,5,3,5,4.0,5,4,4,2,2,4,6,4,4.0,3,3,3,1,4,1,2,5,4,4,6,5,4,4,5,4.0,3
25,17110,256,94,4,8.34,0.0,0.0,2.0,35,0,0,4,15,19,5,1,3,0,0,0,3,2,80,4,5,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11,37,1,5,1,17110,2,0,7,7,2,1,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.13344,0.0,0.0,0.032,0.064,1914.211846,0.8,256_94,952,665pUFxc7EMFb34diXBQ,256,94,186,5,4,5,3,5,4.0,5,4,4,2,2,4,6,4,4.0,3,3,3,1,4,1,2,5,4,4,6,5,4,4,5,4.0,3
26,17110,256,94,5,5.4,0.0,0.0,0.0,29,0,0,4,15,19,5,1,3,0,0,0,1,2,95,4,5,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,37,1,5,1,17110,2,0,7,7,2,1,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.0864,0.0,0.0,0.0,0.032,1914.211846,0.8,256_94,952,665pUFxc7EMFb34diXBQ,256,94,186,5,4,5,3,5,4.0,5,4,4,2,2,4,6,4,4.0,3,3,3,1,4,1,2,5,4,4,6,5,4,4,5,4.0,3
27,34205,109,27,5,3.42,0.0,0.0,4.0,13,0,0,8,5,13,0,0,1,0,0,0,1,2,80,1,0,1,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13,69,1,5,1,34205,4,0,7,7,3,1,1,1,1,0,62500,1,1,0,0,62500,0,0,0,1,0,0,0,0,0,0,1,62.5,0.05472,0.0,0.0,0.064,0.096,4573.014649,0.8,109_27,7927,wjzs8EDISdwYElF3eUsr,109,27,1587,4,4,4,4,4,4.0,4,4,4,4,5,5,4,5,2.0,4,4,3,1,4,1,4,4,5,5,3,4,5,5,6,4.0,6
28,34205,109,27,4,0.0,0.0,0.0,2.0,19,0,0,8,5,13,3,0,1,0,0,0,3,1,95,1,3,1,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,13,69,1,5,1,34205,4,0,7,7,3,1,1,1,1,0,62500,1,1,0,0,62500,0,0,0,1,0,0,0,0,0,0,1,62.5,0.0,0.0,0.0,0.032,0.064,4573.014649,1.0,109_27,7927,wjzs8EDISdwYElF3eUsr,109,27,1587,4,4,4,4,4,4.0,4,4,4,4,5,5,4,5,2.0,4,4,3,1,4,1,4,4,5,5,3,4,5,5,6,4.0,6
29,34205,109,27,6,6.64,0.0,0.0,3.0,19,0,0,8,5,13,3,0,0,0,0,0,1,1,80,1,3,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,13,69,1,5,1,34205,4,0,7,7,3,1,1,1,1,0,62500,1,1,0,0,62500,0,0,0,1,0,0,0,0,0,0,1,62.5,0.10624,0.0,0.0,0.048,0.08,4573.014649,1.0,109_27,7927,wjzs8EDISdwYElF3eUsr,109,27,1587,4,4,4,4,4,4.0,4,4,4,4,5,5,4,5,2.0,4,4,3,1,4,1,4,4,5,5,3,4,5,5,6,4.0,6
30,15216,2431,567,6,0.0,0.0,0.0,2.0,13,0,0,6,6,12,1,0,3,0,0,0,3,1,60,1,1,3,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,15,30,1,5,2,15216,3,1,4,3,1,1,1,1,1,1,22500,1,0,1,0,17500,0,0,1,0,0,0,0,0,0,0,1,17.5,0.0,0.0,0.0,0.114285714285714,0.228571428571429,6821.501607,1.0,2431_567,6331,QTAXlzuL45r0Nwlur8qi,2431,567,1277,6,6,6,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,1,0,6,1,6,6,6,4,6,5,6,5,3,4.0,4
31,15216,2431,567,5,0.0,0.0,0.0,2.0,13,0,0,2,8,10,5,0,0,0,0,0,1,2,95,1,5,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15,30,1,5,2,15216,3,1,4,3,1,1,1,1,1,1,22500,1,0,1,0,17500,0,0,1,0,0,0,0,0,0,0,1,17.5,0.0,0.0,0.0,0.114285714285714,0.228571428571429,6821.501607,0.8,2431_567,6331,QTAXlzuL45r0Nwlur8qi,2431,567,1277,6,6,6,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,1,0,6,1,6,6,6,4,6,5,6,5,3,4.0,4
32,15216,2431,567,4,0.0,0.0,0.0,0.0,13,0,0,2,8,10,0,0,3,0,0,0,1,4,95,1,0,3,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,30,1,5,2,15216,3,1,4,3,1,1,1,1,1,1,22500,1,0,1,0,17500,0,0,1,0,0,0,0,0,0,0,1,17.5,0.0,0.0,0.0,0.0,0.114285714285714,6821.501607,0.0,2431_567,6331,QTAXlzuL45r0Nwlur8qi,2431,567,1277,6,6,6,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,1,0,6,1,6,6,6,4,6,5,6,5,3,4.0,4
33,59602,1378,334,4,5.03,0.0,0.0,0.0,16,0,0,2,8,10,0,1,0,0,0,0,2,4,40,4,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,22,67,1,6,1,59602,2,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.08048,0.0,0.0,0.0,0.032,45.50658754,0.0,1378_334,88,0NN4WrjWe9672gHB4KA7,1378,334,17,6,6,6,6,6,5.0,6,6,5,5,5,5,5,5,5.0,6,5,6,1,5,1,5,5,5,5,5,5,5,5,5,6.0,6
34,59602,1378,334,5,0.0,0.0,0.0,3.0,19,0,0,5,7,12,0,1,1,0,0,0,3,1,95,4,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,22,67,1,6,1,59602,2,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.0,0.0,0.0,0.048,0.08,45.50658754,1.0,1378_334,88,0NN4WrjWe9672gHB4KA7,1378,334,17,6,6,6,6,6,5.0,6,6,5,5,5,5,5,5,5.0,6,5,6,1,5,1,5,5,5,5,5,5,5,5,5,6.0,6
35,59602,1378,334,6,5.03,0.0,0.0,2.0,16,0,0,6,6,12,3,1,0,0,0,0,1,1,80,4,3,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,22,67,1,6,1,59602,2,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.08048,0.0,0.0,0.032,0.064,45.50658754,1.0,1378_334,88,0NN4WrjWe9672gHB4KA7,1378,334,17,6,6,6,6,6,5.0,6,6,5,5,5,5,5,5,5.0,6,5,6,1,5,1,5,5,5,5,5,5,5,5,5,6.0,6
36,48213,1264,222,4,2.93,2.93,2.38,0.0,6,6,6,0,0,0,0,1,0,1,3,3,2,4,60,4,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,24,30,1,5,1,48213,2,0,7,7,2,1,1,1,1,1,62500,1,1,0,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.04688,0.04688,0.03808,0.0,0.032,4241.199878,0.0,1264_222,697,4FwDY84EIq5Ts7ayOrt1,1264,222,135,6,5,1,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,1,1,6,1,6,6,6,5,1,2,1,1,5,1.0,6
37,48213,1264,222,5,0.0,1.83,2.38,0.0,4,4,4,0,0,0,5,1,0,3,3,1,1,1,60,4,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,24,30,1,5,1,48213,2,0,7,7,2,1,1,1,1,1,62500,1,1,0,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.0,0.02928,0.03808,0.0,0.032,4241.199878,1.0,1264_222,697,4FwDY84EIq5Ts7ayOrt1,1264,222,135,6,5,1,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,1,1,6,1,6,6,6,5,1,2,1,1,5,1.0,6
38,48213,1264,222,5,0.0,1.83,2.38,0.0,4,4,4,0,0,0,5,1,0,3,3,1,1,1,60,4,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,24,30,1,5,1,48213,2,0,7,7,2,1,1,1,1,1,62500,1,1,0,0,62500,0,1,0,0,0,0,1,0,0,0,0,62.5,0.0,0.02928,0.03808,0.0,0.032,4241.199878,1.0,1264_222,697,4FwDY84EIq5Ts7ayOrt1,1264,222,135,6,5,1,6,1,6.0,6,6,6,6,6,6,6,6,1.0,6,6,1,1,6,1,6,6,6,5,1,2,1,1,5,1.0,6
