zipn,p,sp,carcost,carpark,carfeetotal,transitcost,rdcost,cartime,transittime,rdtime,walktime,biketime,purpose,car_av,transit_av,rd_av,walk_av,bike_av,choice,who,purpose_1,purpose_2,purpose_3,purpose_4,purpose_5,purpose_6,age,race,edu,work,zipcode,hhsize,child,hhincome,idincome,veh,bike,higheredu,employ,white,stu_dummy,mean_hhincome,veh_dummy,gender_F,gender_M,gender_O,originpurp,originpurpose_errand,originpurpose_home,originpurpose_school,originpurpose_shopping,originpurpose_social,originpurpose_work,meanincomehh,meanincomeindiv,carfeetotal_adj,transitcost_adj,rdcost_adj,popdensity,carfeetotal_adjindiv,transitcost_adjindiv,rdcost_adjindiv
1002,1188,2,0.34,8,8.34,1.5,7.26,6,8,6,51,18,6,1,1,1,1,1,2,1100,0,0,0,0,0,1,24,1,5,1,1002,4,0,8,6,6,1,1,1,1,0,72500,1,0,1,0,6,0,0,0,0,1,0,72.5,42.5,0.115034483,0.020689655,0.100137931,527.751031,0.196235294,0.035294118,0.170823529
1002,1188,3,0.34,12,12.34,2.5,7.26,7,10,6,51,15,6,1,1,1,1,1,2,1100,0,0,0,0,0,1,24,1,5,1,1002,4,0,8,6,6,1,1,1,1,0,72500,1,0,1,0,6,0,0,0,0,1,0,72.5,42.5,0.170206897,0.034482759,0.100137931,527.751031,0.290352941,0.058823529,0.170823529
1002,1188,1,0.4,4,4.4,3.5,6.32,7,9,6,44,18,6,1,1,1,1,1,2,1100,0,0,0,0,0,1,24,1,5,1,1002,4,0,8,6,6,1,1,1,1,0,72500,1,0,1,0,6,0,0,0,0,1,0,72.5,42.5,0.060689655,0.048275862,0.087172414,527.751031,0.103529412,0.082352941,0.148705882
1040,1348,3,1.69,8,9.69,3.5,22.24,26,44,26,288,75,4,1,1,1,1,1,1,1014,0,0,0,1,0,0,26,4,5,1,1040,2,0,6,6,2,1,1,1,0,0,42500,1,1,0,0,1,0,0,0,0,0,1,42.5,42.5,0.228,0.082352941,0.523294118,1873.972088,0.228,0.082352941,0.523294118
1040,1348,2,1.69,8,9.69,3.5,18.9,26,51,30,250,64,4,1,1,1,1,1,1,1014,0,0,0,1,0,0,26,4,5,1,1040,2,0,6,6,2,1,1,1,0,0,42500,1,1,0,0,1,0,0,0,0,0,1,42.5,42.5,0.228,0.082352941,0.444705882,1873.972088,0.228,0.082352941,0.444705882
1040,1348,1,1.47,4,5.47,3.5,18.9,26,51,26,250,75,4,1,1,1,1,1,1,1014,0,0,0,1,0,0,26,4,5,1,1040,2,0,6,6,2,1,1,1,0,0,42500,1,1,0,0,1,0,0,0,0,0,1,42.5,42.5,0.128705882,0.082352941,0.444705882,1873.972088,0.128705882,0.082352941,0.444705882
1331,1385,1,0.13,4,4.13,1.5,3.81,3,4,2,20,6,5,1,1,1,1,1,5,999,0,0,0,0,1,0,23,1,5,1,1331,3,0,1,1,3,1,1,1,1,1,5000,1,0,1,0,5,0,0,1,0,0,0,5,5,0.826,0.3,0.762,249.1920938,0.826,0.3,0.762
1331,1385,2,0.18,0,0.18,2.5,3.24,3,3,3,17,5,5,1,1,1,1,1,5,999,0,0,0,0,1,0,23,1,5,1,1331,3,0,1,1,3,1,1,1,1,1,5000,1,0,1,0,5,0,0,1,0,0,0,5,5,0.036,0.5,0.648,249.1920938,0.036,0.5,0.648
1331,1385,3,0.18,12,12.18,3.5,3.24,2,4,2,20,6,5,1,1,1,1,1,5,999,0,0,0,0,1,0,23,1,5,1,1331,3,0,1,1,3,1,1,1,1,1,5000,1,0,1,0,5,0,0,1,0,0,0,5,5,2.436,0.7,0.648,249.1920938,2.436,0.7,0.648
1469,1162,2,3.02,0,3.02,1.5,20.69,24,41,28,231,80,4,1,1,1,1,1,5,1111,0,0,0,1,0,0,31,1,5,1,1469,2,0,7,7,2,1,1,1,1,1,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,62.5,0.04832,0.024,0.33104,297.2335125,0.04832,0.024,0.33104
1469,1162,3,3.48,8,11.48,2.5,23.8,28,35,28,266,69,4,1,1,1,1,1,5,1111,0,0,0,1,0,0,31,1,5,1,1469,2,0,7,7,2,1,1,1,1,1,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,62.5,0.18368,0.04,0.3808,297.2335125,0.18368,0.04,0.3808
1469,1162,1,2.57,0,2.57,2.5,20.69,28,41,28,197,80,4,1,1,1,1,1,5,1111,0,0,0,1,0,0,31,1,5,1,1469,2,0,7,7,2,1,1,1,1,1,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,62.5,0.04112,0.04,0.33104,297.2335125,0.04112,0.04,0.33104
1543,2469,1,0.3,4,4.3,2.5,3.57,3,4,3,21,9,3,1,1,1,1,1,1,435,0,0,1,0,0,0,27,1,5,1,1543,1,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.0688,0.04,0.05712,227.1251139,0.0688,0.04,0.05712
1543,2469,3,0.3,8,8.3,2.5,4.84,3,4,3,21,9,3,1,1,1,1,1,5,435,0,0,1,0,0,0,27,1,5,1,1543,1,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.1328,0.04,0.07744,227.1251139,0.1328,0.04,0.07744
1543,2469,2,0.36,8,8.36,2.5,3.57,3,4,3,21,6,3,1,1,1,1,1,2,435,0,0,1,0,0,0,27,1,5,1,1543,1,0,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.13376,0.04,0.05712,227.1251139,0.13376,0.04,0.05712
1604,1298,3,4.39,12,16.39,1.5,41.42,50,99,68,490,169,2,1,1,1,1,0,2,1044,0,1,0,0,0,0,38,1,3,1,1604,2,0,7,6,1,0,0,1,1,0,62500,1,0,1,0,6,0,0,0,0,1,0,62.5,42.5,0.26224,0.024,0.66272,5385.463581,0.385647059,0.035294118,0.974588235
1604,1153,3,0.88,0,0.88,1.5,10.16,12,18,14,114,30,1,1,1,1,1,1,1,1066,1,0,0,0,0,0,46,1,5,1,"01604	",4,2,7,7,2,1,1,1,1,0,62500,1,1,0,0,5,0,0,1,0,0,0,62.5,62.5,0.01408,0.024,0.16256,5385.463581,0.01408,0.024,0.16256
1604,1153,1,0.65,12,12.65,2.5,10.16,10,15,12,114,25,1,1,1,1,1,1,5,1066,1,0,0,0,0,0,46,1,5,1,"01604	",4,2,7,7,2,1,1,1,1,0,62500,1,1,0,0,5,0,0,1,0,0,0,62.5,62.5,0.2024,0.04,0.16256,5385.463581,0.2024,0.04,0.16256
1604,1298,1,5.04,4,9.04,3.5,35.2,50,87,50,564,147,2,1,1,1,1,0,1,1044,0,1,0,0,0,0,38,1,3,1,1604,2,0,7,6,1,0,0,1,1,0,62500,1,0,1,0,6,0,0,0,0,1,0,62.5,42.5,0.14464,0.056,0.5632,5385.463581,0.212705882,0.082352941,0.828235294
1604,1298,2,3.73,12,15.73,3.5,35.2,59,74,59,417,147,2,1,1,1,1,0,1,1044,0,1,0,0,0,0,38,1,3,1,1604,2,0,7,6,1,0,0,1,1,0,62500,1,0,1,0,6,0,0,0,0,1,0,62.5,42.5,0.25168,0.056,0.5632,5385.463581,0.370117647,0.082352941,0.828235294
1604,1153,2,0.88,0,0.88,1.5,8.63,10,20,14,85,34,1,1,1,1,1,1,5,1066,1,0,0,0,0,0,46,1,5,1,"01604	",4,2,7,7,2,1,1,1,1,0,62500,1,1,0,0,5,0,0,1,0,0,0,62.5,62.5,0.01408,0.024,0.13808,5385.463581,0.01408,0.024,0.13808
1606,1135,1,0.41,12,12.41,1.5,7.47,7,9,7,62,16,1,1,1,1,1,1,5,1125,1,0,0,0,0,0,33,2,3,1,1606,2,0,7,6,3,1,0,1,0,0,62500,1,0,1,0,4,1,0,0,0,0,0,62.5,42.5,0.19856,0.024,0.11952,3217.03204,0.292,0.035294118,0.175764706
1606,1135,3,0.35,8,8.35,1.5,5.52,5,9,6,46,19,1,1,1,1,1,1,2,1125,1,0,0,0,0,0,33,2,3,1,1606,2,0,7,6,3,1,0,1,0,0,62500,1,0,1,0,4,1,0,0,0,0,0,62.5,42.5,0.1336,0.024,0.08832,3217.03204,0.196470588,0.035294118,0.129882353
1606,1135,2,0.41,0,0.41,1.5,6.49,5,11,6,54,14,1,1,1,1,1,1,5,1125,1,0,0,0,0,0,33,2,3,1,1606,2,0,7,6,3,1,0,1,0,0,62500,1,0,1,0,4,1,0,0,0,0,0,62.5,42.5,0.00656,0.024,0.10384,3217.03204,0.009647059,0.035294118,0.152705882
1824,1268,3,3.59,0,3.59,1.5,39,66,82,66,628,188,2,1,1,1,1,1,1,25,0,1,0,0,0,0,32,1,5,1,1824,2,0,8,8,2,1,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,87.5,0.049517241,0.020689655,0.537931034,1403.43662,0.041028571,0.017142857,0.445714286
1824,1268,1,3.59,4,7.59,1.5,45.88,56,96,56,546,139,2,1,1,1,1,1,2,25,0,1,0,0,0,0,32,1,5,1,1824,2,0,8,8,2,1,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,87.5,0.104689655,0.020689655,0.632827586,1403.43662,0.086742857,0.017142857,0.524342857
1824,1268,2,4.85,8,12.85,1.5,45.88,75,96,56,464,139,2,1,1,1,1,1,2,25,0,1,0,0,0,0,32,1,5,1,1824,2,0,8,8,2,1,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,87.5,0.177241379,0.020689655,0.632827586,1403.43662,0.146857143,0.017142857,0.524342857
1834,1253,1,0.69,8,8.69,1.5,11.53,12,15,14,113,29,5,0,1,1,1,0,2,1070,0,0,0,0,1,0,26,1,5,1,1834,1,0,2,2,0,0,1,1,1,1,12500,0,1,0,0,2,0,1,0,0,0,0,12.5,12.5,0.6952,0.12,0.9224,727.0373706,0.6952,0.12,0.9224
1834,1253,3,0.8,8,8.8,2.5,10.03,12,17,12,83,25,5,0,1,1,1,0,2,1070,0,0,0,0,1,0,26,1,5,1,1834,1,0,2,2,0,0,1,1,1,1,12500,0,1,0,0,2,0,1,0,0,0,0,12.5,12.5,0.704,0.2,0.8024,727.0373706,0.704,0.2,0.8024
1834,1253,2,0.8,0,0.8,3.5,11.53,12,20,14,83,34,5,0,1,1,1,0,2,1070,0,0,0,0,1,0,26,1,5,1,1834,1,0,2,2,0,0,1,1,1,1,12500,0,1,0,0,2,0,1,0,0,0,0,12.5,12.5,0.064,0.28,0.9224,727.0373706,0.064,0.28,0.9224
1863,1434,2,20.72,0,20.72,3.5,282.8,311,618,311,3503,914,6,1,1,1,1,1,1,973,0,0,0,0,0,1,27,2,5,2,1863,3,1,7,6,2,1,1,1,0,1,62500,1,0,1,0,6,0,0,0,0,1,0,62.5,42.5,0.33152,0.056,4.5248,1924.458874,0.487529412,0.082352941,6.654117647
1863,1434,3,20.72,8,28.72,3.5,209.03,311,618,366,3046,777,6,1,1,1,1,1,1,973,0,0,0,0,0,1,27,2,5,2,1863,3,1,7,6,2,1,1,1,0,1,62500,1,0,1,0,6,0,0,0,0,1,0,62.5,42.5,0.45952,0.056,3.34448,1924.458874,0.675764706,0.082352941,4.918352941
1863,1434,1,23.82,4,27.82,2.5,245.91,420,538,366,3503,777,6,1,1,1,1,1,1,973,0,0,0,0,0,1,27,2,5,2,1863,3,1,7,6,2,1,1,1,0,1,62500,1,0,1,0,6,0,0,0,0,1,0,62.5,42.5,0.44512,0.04,3.93456,1924.458874,0.654588235,0.058823529,5.786117647
1913,1384,1,3.95,8,11.95,2.5,39,56,96,56,546,164,4,1,1,1,1,0,1,1000,0,0,0,1,0,0,69,1,6,6,1913,1,0,4,4,1,0,1,0,1,0,22500,1,0,1,0,2,0,1,0,0,0,0,22.5,22.5,0.531111111,0.111111111,1.733333333,1327.81538,0.531111111,0.111111111,1.733333333
1913,1384,3,5.34,8,13.34,1.5,45.88,75,96,56,546,139,4,1,1,1,1,0,1,1000,0,0,0,1,0,0,69,1,6,6,1913,1,0,4,4,1,0,1,0,1,0,22500,1,0,1,0,2,0,1,0,0,0,0,22.5,22.5,0.592888889,0.066666667,2.039111111,1327.81538,0.592888889,0.066666667,2.039111111
1913,1384,2,5.34,4,9.34,1.5,39,56,82,56,464,188,4,1,1,1,1,0,1,1000,0,0,0,1,0,0,69,1,6,6,1913,1,0,4,4,1,0,1,0,1,0,22500,1,0,1,0,2,0,1,0,0,0,0,22.5,22.5,0.415111111,0.066666667,1.733333333,1327.81538,0.415111111,0.066666667,1.733333333
1985,1467,2,2.82,4,6.82,1.5,17.59,24,47,24,197,80,3,1,1,1,1,0,1,959,0,0,1,0,0,0,42,1,6,1,1985,4,2,9,9,2,0,1,1,1,0,125000,1,0,1,0,2,0,1,0,0,0,0,125,125,0.05456,0.012,0.14072,314.8464798,0.05456,0.012,0.14072
1985,1467,3,2.46,0,2.46,1.5,20.69,28,47,24,197,69,3,1,1,1,1,0,1,959,0,0,1,0,0,0,42,1,6,1,1985,4,2,9,9,2,0,1,1,1,0,125000,1,0,1,0,2,0,1,0,0,0,0,125,125,0.01968,0.012,0.16552,314.8464798,0.01968,0.012,0.16552
1985,1467,1,2.46,0,2.46,2.5,20.69,28,35,24,266,69,3,1,1,1,1,0,1,959,0,0,1,0,0,0,42,1,6,1,1985,4,2,9,9,2,0,1,1,1,0,125000,1,0,1,0,2,0,1,0,0,0,0,125,125,0.01968,0.02,0.16552,314.8464798,0.01968,0.02,0.16552
2050,1249,2,1.13,0,1.13,2.5,11.53,10,20,14,113,34,1,1,1,1,1,1,1,1072,1,0,0,0,0,0,59,1,6,2,2050,1,0,4,4,1,1,1,1,1,0,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,22.5,0.050222222,0.111111111,0.512444444,874.4798652,0.050222222,0.111111111,0.512444444
2050,1249,3,0.83,0,0.83,1.5,11.53,14,20,14,113,25,1,1,1,1,1,1,1,1072,1,0,0,0,0,0,59,1,6,2,2050,1,0,4,4,1,1,1,1,1,0,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,22.5,0.036888889,0.066666667,0.512444444,874.4798652,0.036888889,0.066666667,0.512444444
2050,1249,1,0.83,12,12.83,3.5,8.53,14,15,12,113,34,1,1,1,1,1,1,1,1072,1,0,0,0,0,0,59,1,6,2,2050,1,0,4,4,1,1,1,1,1,0,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,22.5,0.570222222,0.155555556,0.379111111,874.4798652,0.570222222,0.155555556,0.379111111
2062,1301,2,0.06,4,4.06,1.5,3.31,1,2,1,10,3,5,1,1,1,1,1,4,1043,0,0,0,0,1,0,48,1,3,1,2062,4,2,10,9,2,1,0,1,1,0,175000,1,1,0,0,2,0,1,0,0,0,0,175,125,0.0232,0.008571429,0.018914286,2761.343889,0.03248,0.012,0.02648
2062,1301,3,0.06,0,0.06,1.5,2.44,1,1,1,7,3,5,1,1,1,1,1,5,1043,0,0,0,0,1,0,48,1,3,1,2062,4,2,10,9,2,1,0,1,1,0,175000,1,1,0,0,2,0,1,0,0,0,0,175,125,0.000342857,0.008571429,0.013942857,2761.343889,0.00048,0.012,0.01952
2062,1301,1,0.07,4,4.07,1.5,2.44,1,2,1,8,3,5,1,1,1,1,1,4,1043,0,0,0,0,1,0,48,1,3,1,2062,4,2,10,9,2,1,0,1,1,0,175000,1,1,0,0,2,0,1,0,0,0,0,175,125,0.023257143,0.008571429,0.013942857,2761.343889,0.03256,0.012,0.01952
2093,1329,3,0.41,4,4.41,2.5,6.94,8,10,8,59,20,3,1,1,1,1,0,1,1026,0,0,1,0,0,0,31,1,5,1,2093,1,0,7,7,1,0,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.07056,0.04,0.11104,504.6991615,0.07056,0.04,0.11104
2093,1329,2,0.55,8,8.55,1.5,7.98,8,12,6,50,20,3,1,1,1,1,0,3,1026,0,0,1,0,0,0,31,1,5,1,2093,1,0,7,7,1,0,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.1368,0.024,0.12768,504.6991615,0.1368,0.024,0.12768
2093,1329,1,0.48,12,12.48,3.5,6.94,6,10,8,50,18,3,1,1,1,1,0,1,1026,0,0,1,0,0,0,31,1,5,1,2093,1,0,7,7,1,0,1,1,1,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.19968,0.056,0.11104,504.6991615,0.19968,0.056,0.11104
2111,2481,1,1.21,12,13.21,1.5,19.49,19,28,19,212,47,3,1,1,1,1,1,5,421,0,0,1,0,0,0,48,1,5,1,2111,4,2,7,7,3,1,1,1,1,0,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,62.5,0.21136,0.024,0.31184,27344.44444,0.21136,0.024,0.31184
2111,2481,2,1.64,4,5.64,3.5,19.49,22,28,19,212,55,3,1,1,1,1,1,2,421,0,0,1,0,0,0,48,1,5,1,2111,4,2,7,7,3,1,1,1,1,0,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,62.5,0.09024,0.056,0.31184,27344.44444,0.09024,0.056,0.31184
2111,2481,3,1.64,0,1.64,3.5,14.4,19,37,19,184,55,3,1,1,1,1,1,2,421,0,0,1,0,0,0,48,1,5,1,2111,4,2,7,7,3,1,1,1,1,0,62500,1,0,1,0,3,0,0,0,1,0,0,62.5,62.5,0.02624,0.056,0.2304,27344.44444,0.02624,0.056,0.2304
2114,1432,3,0.04,12,12.04,3.5,2.64,1,1,1,6,1,4,1,1,1,1,0,4,978,0,0,0,1,0,0,37,1,5,1,2114,3,1,12,11,1,0,1,1,1,0,275000,1,1,0,0,4,1,0,0,0,0,0,275,225,0.043781818,0.012727273,0.0096,26664.44444,0.053511111,0.015555556,0.011733333
2114,1432,1,0.04,0,0.04,3.5,2.64,1,1,1,5,2,4,1,1,1,1,0,4,978,0,0,0,1,0,0,37,1,5,1,2114,3,1,12,11,1,0,1,1,1,0,275000,1,1,0,0,4,1,0,0,0,0,0,275,225,0.000145455,0.012727273,0.0096,26664.44444,0.000177778,0.015555556,0.011733333
2114,1432,2,0.04,0,0.04,1.5,3.04,1,1,1,5,1,4,1,1,1,1,0,4,978,0,0,0,1,0,0,37,1,5,1,2114,3,1,12,11,1,0,1,1,1,0,275000,1,1,0,0,4,1,0,0,0,0,0,275,225,0.000145455,0.005454545,0.011054545,26664.44444,0.000177778,0.006666667,0.013511111
2132,1242,2,0.15,4,4.15,1.5,4.06,2,3,2,17,5,6,0,1,1,1,0,4,1076,0,0,0,0,0,1,32,1,5,7,2132,1,0,1,1,0,0,1,0,1,0,5000,0,1,0,0,2,0,1,0,0,0,0,5,5,0.83,0.3,0.812,5670.028503,0.83,0.3,0.812
2132,1242,1,0.15,0,0.15,3.5,3,2,3,2,19,4,6,0,1,1,1,0,4,1076,0,0,0,0,0,1,32,1,5,7,2132,1,0,1,1,0,0,1,0,1,0,5000,0,1,0,0,2,0,1,0,0,0,0,5,5,0.03,0.7,0.6,5670.028503,0.03,0.7,0.6
2132,1242,3,0.15,12,12.15,1.5,4.06,2,3,2,14,4,6,0,1,1,1,0,4,1076,0,0,0,0,0,1,32,1,5,7,2132,1,0,1,1,0,0,1,0,1,0,5000,0,1,0,0,2,0,1,0,0,0,0,5,5,2.43,0.3,0.812,5670.028503,2.43,0.3,0.812
2134,2534,1,0.44,0,0.44,1.5,8.7,7,12,8,67,17,2,1,1,1,1,1,4,395,0,1,0,0,0,0,43,1,5,1,2134,3,0,8,5,2,1,1,1,1,0,72500,1,1,0,0,1,0,0,0,0,0,1,72.5,30,0.006068966,0.020689655,0.12,16216.44042,0.014666667,0.05,0.29
2134,2534,2,0.52,0,0.52,1.5,6.43,9,14,8,77,17,2,1,1,1,1,1,4,395,0,1,0,0,0,0,43,1,5,1,2134,3,0,8,5,2,1,1,1,1,0,72500,1,1,0,0,1,0,0,0,0,0,1,72.5,30,0.007172414,0.020689655,0.088689655,16216.44042,0.017333333,0.05,0.214333333
2134,2534,3,0.6,8,8.6,1.5,8.7,9,10,9,77,20,2,1,1,1,1,1,4,395,0,1,0,0,0,0,43,1,5,1,2134,3,0,8,5,2,1,1,1,1,0,72500,1,1,0,0,1,0,0,0,0,0,1,72.5,30,0.11862069,0.020689655,0.12,16216.44042,0.286666667,0.05,0.29
2139,267,3,0.13,12,12.13,3.5,3.39,2,3,2,13,4,3,0,1,1,1,1,4,229,0,0,1,0,0,0,36,1,6,2,2139,1,0,3,3,0,1,1,1,1,0,17500,0,1,0,0,2,0,1,0,0,0,0,17.5,17.5,0.693142857,0.2,0.193714286,23330.55199,0.693142857,0.2,0.193714286
2139,267,1,0.12,12,12.12,2.5,3.39,2,2,2,15,4,3,0,1,1,1,1,4,229,0,0,1,0,0,0,36,1,6,2,2139,1,0,3,3,0,1,1,1,1,0,17500,0,1,0,0,2,0,1,0,0,0,0,17.5,17.5,0.692571429,0.142857143,0.193714286,23330.55199,0.692571429,0.142857143,0.193714286
2139,267,2,0.1,12,12.1,1.5,2.88,2,3,2,13,4,3,0,1,1,1,1,4,229,0,0,1,0,0,0,36,1,6,2,2139,1,0,3,3,0,1,1,1,1,0,17500,0,1,0,0,2,0,1,0,0,0,0,17.5,17.5,0.691428571,0.085714286,0.164571429,23330.55199,0.691428571,0.085714286,0.164571429
2148,1840,1,1.12,0,1.12,3.5,16.95,19,33,22,157,64,4,1,1,1,1,0,1,766,0,0,0,1,0,0,33,1,7,1,2148,3,1,11,10,2,0,1,1,1,0,225000,1,0,0,1,2,0,1,0,0,0,0,225,175,0.004977778,0.015555556,0.075333333,11794.44995,0.0064,0.02,0.096857143
2148,1840,3,0.95,8,8.95,2.5,14.41,25,33,25,157,55,4,1,1,1,1,0,1,766,0,0,0,1,0,0,33,1,7,1,2148,3,1,11,10,2,0,1,1,1,0,225000,1,0,0,1,2,0,1,0,0,0,0,225,175,0.039777778,0.011111111,0.064044444,11794.44995,0.051142857,0.014285714,0.082342857
2148,1840,2,1.12,8,9.12,1.5,16.95,25,33,22,212,47,4,1,1,1,1,0,1,766,0,0,0,1,0,0,33,1,7,1,2148,3,1,11,10,2,0,1,1,1,0,225000,1,0,0,1,2,0,1,0,0,0,0,225,175,0.040533333,0.006666667,0.075333333,11794.44995,0.052114286,0.008571429,0.096857143
2150,1130,1,1.97,12,13.97,2.5,23.8,32,41,28,231,59,2,1,1,1,1,1,1,1135,0,1,0,0,0,0,26,4,3,1,2150,5,0,6,6,2,1,0,1,0,0,42500,1,0,1,0,4,1,0,0,0,0,0,42.5,42.5,0.328705882,0.058823529,0.56,15907.6087,0.328705882,0.058823529,0.56
2150,1130,2,1.97,4,5.97,3.5,17.59,32,41,28,266,59,2,1,1,1,1,1,1,1135,0,1,0,0,0,0,26,4,3,1,2150,5,0,6,6,2,1,0,1,0,0,42500,1,0,1,0,4,1,0,0,0,0,0,42.5,42.5,0.140470588,0.082352941,0.413882353,15907.6087,0.140470588,0.082352941,0.413882353
2150,1130,3,2.31,8,10.31,2.5,23.8,32,35,24,231,59,2,1,1,1,1,1,1,1135,0,1,0,0,0,0,26,4,3,1,2150,5,0,6,6,2,1,0,1,0,0,42500,1,0,1,0,4,1,0,0,0,0,0,42.5,42.5,0.242588235,0.058823529,0.56,15907.6087,0.242588235,0.058823529,0.56
2169,1196,1,1.76,0,1.76,2.5,20.69,24,41,28,197,59,2,1,1,1,1,1,1,1099,0,1,0,0,0,0,41,4,5,1,2169,1,0,7,7,1,1,1,1,0,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.02816,0.04,0.33104,6136.99699,0.02816,0.04,0.33104
2169,1196,3,1.76,0,1.76,3.5,20.69,32,41,32,231,69,2,1,1,1,1,1,1,1099,0,1,0,0,0,0,41,4,5,1,2169,1,0,7,7,1,1,1,1,0,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.02816,0.056,0.33104,6136.99699,0.02816,0.056,0.33104
2169,1196,2,1.76,0,1.76,1.5,17.59,32,47,24,197,80,2,1,1,1,1,1,1,1099,0,1,0,0,0,0,41,4,5,1,2169,1,0,7,7,1,1,1,1,0,0,62500,1,0,1,0,2,0,1,0,0,0,0,62.5,62.5,0.02816,0.024,0.28144,6136.99699,0.02816,0.024,0.28144
2359,1128,2,1.65,8,9.65,1.5,32.92,40,67,34,330,99,6,1,1,1,1,1,1,1134,0,0,0,0,0,1,34,1,5,2,2359,1,0,4,4,1,1,1,1,1,0,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,22.5,0.428888889,0.066666667,1.463111111,818.661891,0.428888889,0.066666667,1.463111111
2359,1128,3,2.23,0,2.23,2.5,28.62,34,50,34,330,114,6,1,1,1,1,1,1,1134,0,0,0,0,0,1,34,1,5,2,2359,1,0,4,4,1,1,1,1,1,0,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,22.5,0.099111111,0.111111111,1.272,818.661891,0.099111111,0.111111111,1.272
2359,1128,1,1.94,0,1.94,1.5,28.62,34,50,40,281,114,6,1,1,1,1,1,1,1134,0,0,0,0,0,1,34,1,5,2,2359,1,0,4,4,1,1,1,1,1,0,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,22.5,0.086222222,0.066666667,1.272,818.661891,0.086222222,0.066666667,1.272
2368,1431,2,0.09,8,8.09,2.5,3.72,3,4,2,19,5,3,1,1,1,1,1,3,974,0,0,1,0,0,0,40,4,5,1,2368,3,0,10,6,3,1,1,1,0,0,175000,1,0,1,0,2,0,1,0,0,0,0,175,42.5,0.046228571,0.014285714,0.021257143,3191.544264,0.190352941,0.058823529,0.087529412
2368,1431,3,0.09,4,4.09,1.5,3.16,3,3,3,22,5,3,1,1,1,1,1,1,974,0,0,1,0,0,0,40,4,5,1,2368,3,0,10,6,3,1,1,1,0,0,175000,1,0,1,0,2,0,1,0,0,0,0,175,42.5,0.023371429,0.008571429,0.018057143,3191.544264,0.096235294,0.035294118,0.074352941
2368,1431,1,0.11,8,8.11,3.5,3.16,3,4,2,22,7,3,1,1,1,1,1,3,974,0,0,1,0,0,0,40,4,5,1,2368,3,0,10,6,3,1,1,1,0,0,175000,1,0,1,0,2,0,1,0,0,0,0,175,42.5,0.046342857,0.02,0.018057143,3191.544264,0.190823529,0.082352941,0.074352941
2474,1170,1,0.95,12,12.95,2.5,10.76,11,22,15,123,37,6,1,1,1,1,1,2,1120,0,0,0,0,0,1,32,2,7,2,2474,3,1,5,2,1,1,1,1,0,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,12.5,0.431666667,0.083333333,0.358666667,8621.231979,1.036,0.2,0.8608
2474,1170,3,0.7,0,0.7,3.5,9.15,11,19,11,91,37,6,1,1,1,1,1,1,1120,0,0,0,0,0,1,32,2,7,2,2474,3,1,5,2,1,1,1,1,0,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,12.5,0.023333333,0.116666667,0.305,8621.231979,0.056,0.28,0.732
2474,1170,2,0.95,0,0.95,2.5,10.76,13,16,13,107,27,6,1,1,1,1,1,1,1120,0,0,0,0,0,1,32,2,7,2,2474,3,1,5,2,1,1,1,1,0,1,30000,1,0,1,0,2,0,1,0,0,0,0,30,12.5,0.031666667,0.083333333,0.358666667,8621.231979,0.076,0.2,0.8608
2673,519,1,0.53,12,12.53,1.5,6.92,8,13,8,85,26,3,1,1,1,1,1,1,112,0,0,1,0,0,0,76,1,3,6,2673,2,0,8,7,2,1,0,0,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,62.5,0.172827586,0.020689655,0.095448276,841.2094513,0.20048,0.024,0.11072
