zipn,p,sp,carcost,carpark,carfeetotal,transitcost,rdcost,cartime,transittime,rdtime,walktime,biketime,purpose,car_av,transit_av,rd_av,walk_av,bike_av,choice,who,purpose_1,purpose_2,purpose_3,purpose_4,purpose_5,purpose_6,age,race,edu,work,zipcode,hhsize,child,hhincome,idincome,veh,bike,higheredu,employ,white,stu_dummy,mean_hhincome,veh_dummy,gender_F,gender_M,gender_O,originpurp,originpurpose_errand,originpurpose_home,originpurpose_school,originpurpose_shopping,originpurpose_social,originpurpose_work,meanincomehh,meanincomeindiv,carfeetotal_adj,transitcost_adj,rdcost_adj,popdensity,carfeetotal_adjindiv,transitcost_adjindiv,rdcost_adjindiv
29832,458,1,6.58,12,18.58,3.5,89.64,111,193,151,1093,328,2,1,1,1,1,1,5,139,0,1,0,0,0,0,31,1,5,1,29832,5,2,7,7,1,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.29728,0.056,1.43424,55.01190979,0.29728,0.056,1.43424
30002,63,3,1.04,0,1.04,3.5,11.05,19,24,14,155,41,3,1,1,1,1,1,3,1750,0,0,1,0,0,0,26,1,5,1,30002,3,0,6,6,2,1,1,1,1,0,42500,1,0,1,0,1,0,0,0,0,0,1,42.5,42.5,0.024470588,0.082352941,0.26,3465.996452,0.024470588,0.082352941,0.26
30002,63,2,0.89,4,4.89,3.5,13,16,24,19,155,41,3,1,1,1,1,1,1,1750,0,0,1,0,0,0,26,1,5,1,30002,3,0,6,6,2,1,1,1,1,0,42500,1,0,1,0,1,0,0,0,0,0,1,42.5,42.5,0.115058824,0.082352941,0.305882353,3465.996452,0.115058824,0.082352941,0.305882353
30002,63,1,1.2,12,13.2,3.5,14.95,14,24,14,115,34,3,1,1,1,1,1,2,1750,0,0,1,0,0,0,26,1,5,1,30002,3,0,6,6,2,1,1,1,1,0,42500,1,0,1,0,1,0,0,0,0,0,1,42.5,42.5,0.310588235,0.082352941,0.351764706,3465.996452,0.310588235,0.082352941,0.351764706
30004,343,2,0.87,0,0.87,2.5,8.53,10,15,12,83,25,1,1,1,1,1,0,1,1520,1,0,0,0,0,0,34,1,5,1,30004,1,0,5,5,1,0,1,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.029,0.083333333,0.284333333,923.8072012,0.029,0.083333333,0.284333333
30004,343,1,0.87,8,8.87,3.5,8.53,14,20,12,98,29,1,1,1,1,1,0,1,1520,1,0,0,0,0,0,34,1,5,1,30004,1,0,5,5,1,0,1,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.295666667,0.116666667,0.284333333,923.8072012,0.295666667,0.116666667,0.284333333
30004,343,3,0.76,12,12.76,1.5,8.53,14,17,14,113,25,1,1,1,1,1,0,2,1520,1,0,0,0,0,0,34,1,5,1,30004,1,0,5,5,1,0,1,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,30,0.425333333,0.05,0.284333333,923.8072012,0.425333333,0.05,0.284333333
30012,449,1,0.56,4,4.56,2.5,6.94,6,9,6,59,15,5,1,1,1,1,0,1,1519,0,0,0,0,1,0,44,2,3,2,30012,5,1,2,2,1,0,0,1,0,0,12500,1,1,0,0,2,0,1,0,0,0,0,12.5,12.5,0.3648,0.2,0.5552,636.3636364,0.3648,0.2,0.5552
30012,449,2,0.64,0,0.64,2.5,6.94,6,12,6,68,20,5,1,1,1,1,0,1,1519,0,0,0,0,1,0,44,2,3,2,30012,5,1,2,2,1,0,0,1,0,0,12500,1,1,0,0,2,0,1,0,0,0,0,12.5,12.5,0.0512,0.2,0.5552,636.3636364,0.0512,0.2,0.5552
30012,449,3,0.48,12,12.48,3.5,7.98,8,10,7,59,20,5,1,1,1,1,0,1,1519,0,0,0,0,1,0,44,2,3,2,30012,5,1,2,2,1,0,0,1,0,0,12500,1,1,0,0,2,0,1,0,0,0,0,12.5,12.5,0.9984,0.28,0.6384,636.3636364,0.9984,0.28,0.6384
30013,1002,2,9.32,8,17.32,1.5,89.57,178,193,178,1483,329,6,1,1,1,1,1,1,1209,0,0,0,0,0,1,31,1,5,1,30013,4,1,8,7,2,1,1,1,1,0,72500,1,0,1,0,1,0,0,0,0,0,1,72.5,62.5,0.238896552,0.020689655,1.235448276,887.7256063,0.27712,0.024,1.43312
30013,1002,1,10.96,12,22.96,2.5,89.57,155,262,178,1483,445,6,1,1,1,1,1,1,1209,0,0,0,0,0,1,31,1,5,1,30013,4,1,8,7,2,1,1,1,1,0,72500,1,0,1,0,1,0,0,0,0,0,1,72.5,62.5,0.316689655,0.034482759,1.235448276,887.7256063,0.36736,0.04,1.43312
30013,1002,3,10.96,8,18.96,3.5,89.57,178,193,132,1290,329,6,1,1,1,1,1,1,1209,0,0,0,0,0,1,31,1,5,1,30013,4,1,8,7,2,1,1,1,1,0,72500,1,0,1,0,1,0,0,0,0,0,1,72.5,62.5,0.261517241,0.048275862,1.235448276,887.7256063,0.30336,0.056,1.43312
30024,229,1,0.34,12,12.34,2.5,6.94,7,10,8,59,18,1,1,1,1,1,1,3,1683,1,0,0,0,0,0,41,4,5,1,30024,4,2,9,6,2,1,1,1,0,0,125000,1,1,0,0,2,0,1,0,0,0,0,125,42.5,0.09872,0.02,0.05552,1517.93643,0.290352941,0.058823529,0.163294118
30024,229,3,0.34,8,8.34,2.5,6.94,6,9,8,68,20,1,1,1,1,1,1,1,1683,1,0,0,0,0,0,41,4,5,1,30024,4,2,9,6,2,1,1,1,0,0,125000,1,1,0,0,2,0,1,0,0,0,0,125,42.5,0.06672,0.02,0.05552,1517.93643,0.196235294,0.058823529,0.163294118
30024,229,2,0.29,8,8.29,1.5,6.94,7,10,6,50,18,1,1,1,1,1,1,1,1683,1,0,0,0,0,0,41,4,5,1,30024,4,2,9,6,2,1,1,1,0,0,125000,1,1,0,0,2,0,1,0,0,0,0,125,42.5,0.06632,0.012,0.05552,1517.93643,0.195058824,0.035294118,0.163294118
30044,435,3,0.35,8,8.35,3.5,4.97,5,8,6,52,12,3,1,1,1,1,1,4,1536,0,0,1,0,0,0,37,1,5,2,30044,5,3,7,5,2,1,1,1,1,0,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,30,0.1336,0.056,0.07952,3252.969267,0.278333333,0.116666667,0.165666667
30044,435,1,0.35,4,4.35,1.5,5.85,5,7,5,39,16,3,1,1,1,1,1,5,1536,0,0,1,0,0,0,37,1,5,2,30044,5,3,7,5,2,1,1,1,1,0,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,30,0.0696,0.024,0.0936,3252.969267,0.145,0.05,0.195
30044,202,3,1.01,12,13.01,1.5,10.03,14,20,14,98,25,4,1,1,1,1,1,5,1693,0,0,0,1,0,0,25,1,5,3,30044,3,1,8,2,2,1,1,0,1,0,72500,1,1,0,0,3,0,0,0,1,0,0,72.5,12.5,0.179448276,0.020689655,0.138344828,3252.969267,1.0408,0.12,0.8024
30044,202,1,0.88,0,0.88,2.5,8.53,14,20,14,98,34,4,1,1,1,1,1,1,1693,0,0,0,1,0,0,25,1,5,3,30044,3,1,8,2,2,1,1,0,1,0,72500,1,1,0,0,3,0,0,0,1,0,0,72.5,12.5,0.012137931,0.034482759,0.117655172,3252.969267,0.0704,0.2,0.6824
30044,202,2,1.01,0,1.01,3.5,11.53,12,17,12,98,25,4,1,1,1,1,1,1,1693,0,0,0,1,0,0,25,1,5,3,30044,3,1,8,2,2,1,1,0,1,0,72500,1,1,0,0,3,0,0,0,1,0,0,72.5,12.5,0.013931034,0.048275862,0.159034483,3252.969267,0.0808,0.28,0.9224
30044,435,2,0.41,12,12.41,3.5,5.85,5,9,5,52,14,3,1,1,1,1,1,4,1536,0,0,1,0,0,0,37,1,5,2,30044,5,3,7,5,2,1,1,1,1,0,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,30,0.19856,0.056,0.0936,3252.969267,0.413666667,0.116666667,0.195
30062,226,2,1.06,0,1.06,3.5,11.38,17,21,14,140,42,4,1,1,1,1,0,1,247,0,0,0,1,0,0,40,4,8,1,30062,1,0,6,6,1,0,1,1,0,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,42.5,0.024941176,0.082352941,0.267764706,2406.693005,0.024941176,0.082352941,0.267764706
30062,226,3,1.06,12,13.06,1.5,11.38,17,28,14,119,48,4,1,1,1,1,0,3,247,0,0,0,1,0,0,40,4,8,1,30062,1,0,6,6,1,0,1,1,0,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,42.5,0.307294118,0.035294118,0.267764706,2406.693005,0.307294118,0.035294118,0.267764706
30062,226,1,1.06,0,1.06,3.5,15.39,14,28,17,161,48,4,1,1,1,1,0,1,247,0,0,0,1,0,0,40,4,8,1,30062,1,0,6,6,1,0,1,1,0,0,42500,1,0,1,0,2,0,1,0,0,0,0,42.5,42.5,0.024941176,0.082352941,0.362117647,2406.693005,0.024941176,0.082352941,0.362117647
30075,2468,2,0.61,8,8.61,2.5,11.53,10,15,10,83,25,2,1,1,1,1,1,1,434,0,1,0,0,0,0,55,1,5,1,30075,3,0,7,7,2,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.13776,0.04,0.18448,1762.715842,0.13776,0.04,0.18448
30075,2468,1,0.61,4,4.61,1.5,8.53,12,15,10,83,29,2,1,1,1,1,1,1,434,0,1,0,0,0,0,55,1,5,1,30075,3,0,7,7,2,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.07376,0.024,0.13648,1762.715842,0.07376,0.024,0.13648
30075,2468,3,0.72,0,0.72,3.5,11.53,12,15,10,113,25,2,1,1,1,1,1,1,434,0,1,0,0,0,0,55,1,5,1,30075,3,0,7,7,2,1,1,1,1,0,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,62.5,0.01152,0.056,0.18448,1762.715842,0.01152,0.056,0.18448
30087,968,3,1.91,8,9.91,1.5,29.25,40,51,40,334,87,2,1,1,1,1,1,5,1234,0,1,0,0,0,0,34,1,5,1,30087,3,1,8,7,2,1,1,1,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,62.5,0.136689655,0.020689655,0.403448276,1574.953944,0.15856,0.024,0.468
30087,968,2,2.58,8,10.58,3.5,21.62,40,59,30,334,74,2,1,1,1,1,1,5,1234,0,1,0,0,0,0,34,1,5,1,30087,3,1,8,7,2,1,1,1,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,62.5,0.145931034,0.048275862,0.298206897,1574.953944,0.16928,0.056,0.34592
30087,968,1,1.91,0,1.91,1.5,25.43,30,44,35,290,100,2,1,1,1,1,1,5,1234,0,1,0,0,0,0,34,1,5,1,30087,3,1,8,7,2,1,1,1,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,62.5,0.026344828,0.020689655,0.350758621,1574.953944,0.03056,0.024,0.40688
30093,884,1,2.58,4,6.58,1.5,29.25,35,44,35,290,100,2,1,1,1,1,1,5,1280,0,1,0,0,0,0,32,1,5,1,30093,3,1,8,8,3,1,1,1,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,87.5,0.090758621,0.020689655,0.403448276,4472.003353,0.0752,0.017142857,0.334285714
30093,884,3,2.24,0,2.24,2.5,29.25,40,44,35,334,74,2,1,1,1,1,1,5,1280,0,1,0,0,0,0,32,1,5,1,30093,3,1,8,8,3,1,1,1,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,87.5,0.030896552,0.034482759,0.403448276,4472.003353,0.0256,0.028571429,0.334285714
30093,884,2,1.91,0,1.91,3.5,21.62,35,44,40,247,74,2,1,1,1,1,1,5,1280,0,1,0,0,0,0,32,1,5,1,30093,3,1,8,8,3,1,1,1,1,0,72500,1,0,1,0,2,0,1,0,0,0,0,72.5,87.5,0.026344828,0.048275862,0.298206897,4472.003353,0.021828571,0.04,0.247085714
30096,97,3,1.76,4,5.76,1.5,24.59,34,57,34,238,84,1,1,1,1,1,0,1,1700,1,0,0,0,0,0,51,1,5,1,30096,2,0,8,7,2,0,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,62.5,0.079448276,0.020689655,0.339172414,2721.967213,0.09216,0.024,0.39344
30096,97,2,1.76,8,9.76,3.5,20.9,39,57,29,322,71,1,1,1,1,1,0,1,1700,1,0,0,0,0,0,51,1,5,1,30096,2,0,8,7,2,0,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,62.5,0.13462069,0.048275862,0.288275862,2721.967213,0.15616,0.056,0.3344
30096,97,1,1.76,8,9.76,3.5,28.28,34,57,29,322,71,1,1,1,1,1,0,1,1700,1,0,0,0,0,0,51,1,5,1,30096,2,0,8,7,2,0,1,1,1,0,72500,1,1,0,0,2,0,1,0,0,0,0,72.5,62.5,0.13462069,0.048275862,0.390068966,2721.967213,0.15616,0.056,0.45248
30102,679,1,4.67,8,12.67,1.5,37.69,53,67,53,325,97,1,1,1,1,1,1,1,41,1,0,0,0,0,0,53,4,6,1,30102,4,1,10,10,2,1,1,1,0,0,175000,1,0,1,0,1,0,0,0,0,0,1,175,175,0.0724,0.008571429,0.215371429,1279.188857,0.0724,0.008571429,0.215371429
30102,679,2,3.45,4,7.45,1.5,37.69,39,57,46,325,97,1,1,1,1,1,1,1,41,1,0,0,0,0,0,53,4,6,1,30102,4,1,10,10,2,1,1,1,0,0,175000,1,0,1,0,1,0,0,0,0,0,1,175,175,0.042571429,0.008571429,0.215371429,1279.188857,0.042571429,0.008571429,0.215371429
30102,679,3,4.06,8,12.06,3.5,27.86,46,57,46,325,97,1,1,1,1,1,1,1,41,1,0,0,0,0,0,53,4,6,1,30102,4,1,10,10,2,1,1,1,0,0,175000,1,0,1,0,1,0,0,0,0,0,1,175,175,0.068914286,0.02,0.1592,1279.188857,0.068914286,0.02,0.1592
30116,285,2,0.79,0,0.79,2.5,8.53,14,17,10,113,25,3,1,1,1,1,1,1,1649,0,0,1,0,0,0,34,1,5,1,30116,6,4,5,5,1,1,1,1,1,0,30000,1,1,0,0,2,0,1,0,0,0,0,30,30,0.026333333,0.083333333,0.284333333,226.4756223,0.026333333,0.083333333,0.284333333
30116,285,3,0.92,12,12.92,2.5,11.53,10,17,14,83,29,3,1,1,1,1,1,1,1649,0,0,1,0,0,0,34,1,5,1,30116,6,4,5,5,1,1,1,1,1,0,30000,1,1,0,0,2,0,1,0,0,0,0,30,30,0.430666667,0.083333333,0.384333333,226.4756223,0.430666667,0.083333333,0.384333333
30116,492,2,0.22,0,0.22,1.5,4.71,4,6,4,27,11,6,1,1,1,1,0,1,1461,0,0,0,0,0,1,37,1,3,1,30116,1,0,7,7,1,0,0,1,1,0,62500,1,0,1,0,4,1,0,0,0,0,0,62.5,62.5,0.00352,0.024,0.07536,226.4756223,0.00352,0.024,0.07536
30116,492,3,0.29,12,12.29,3.5,4.01,4,6,4,31,11,6,1,1,1,1,0,1,1461,0,0,0,0,0,1,37,1,3,1,30116,1,0,7,7,1,0,0,1,1,0,62500,1,0,1,0,4,1,0,0,0,0,0,62.5,62.5,0.19664,0.056,0.06416,226.4756223,0.19664,0.056,0.06416
30116,492,1,0.22,0,0.22,1.5,4.01,4,5,4,27,9,6,1,1,1,1,0,1,1461,0,0,0,0,0,1,37,1,3,1,30116,1,0,7,7,1,0,0,1,1,0,62500,1,0,1,0,4,1,0,0,0,0,0,62.5,62.5,0.00352,0.024,0.06416,226.4756223,0.00352,0.024,0.06416
30116,285,1,0.92,0,0.92,2.5,8.53,10,15,14,98,34,3,1,1,1,1,1,1,1649,0,0,1,0,0,0,34,1,5,1,30116,6,4,5,5,1,1,1,1,1,0,30000,1,1,0,0,2,0,1,0,0,0,0,30,30,0.030666667,0.083333333,0.284333333,226.4756223,0.030666667,0.083333333,0.284333333
30122,410,2,1.21,0,1.21,1.5,19.49,25,37,19,212,55,2,1,1,1,1,1,1,153,0,1,0,0,0,0,31,1,6,1,30122,4,1,7,6,2,1,1,1,1,0,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,42.5,0.01936,0.024,0.31184,895.7995762,0.028470588,0.035294118,0.458588235
30122,410,1,1.42,12,13.42,1.5,16.94,22,28,22,157,47,2,1,1,1,1,1,1,153,0,1,0,0,0,0,31,1,6,1,30122,4,1,7,6,2,1,1,1,1,0,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,42.5,0.21472,0.024,0.27104,895.7995762,0.315764706,0.035294118,0.398588235
30122,410,3,1.42,8,9.42,3.5,19.49,19,37,25,157,55,2,1,1,1,1,1,1,153,0,1,0,0,0,0,31,1,6,1,30122,4,1,7,6,2,1,1,1,1,0,62500,1,1,0,0,3,0,0,0,1,0,0,62.5,42.5,0.15072,0.056,0.31184,895.7995762,0.221647059,0.082352941,0.458588235
30135,206,2,0.61,0,0.61,3.5,5.9,7,12,8,59,15,2,1,1,1,1,1,1,1690,0,1,0,0,0,0,29,2,6,8,30135,2,0,6,6,3,1,1,0,0,0,42500,1,1,0,0,3,0,0,0,1,0,0,42.5,42.5,0.014352941,0.082352941,0.138823529,739.2036296,0.014352941,0.082352941,0.138823529
30135,206,3,0.53,4,4.53,2.5,5.9,8,10,7,50,18,2,1,1,1,1,1,1,1690,0,1,0,0,0,0,29,2,6,8,30135,2,0,6,6,3,1,1,0,0,0,42500,1,1,0,0,3,0,0,0,1,0,0,42.5,42.5,0.106588235,0.058823529,0.138823529,739.2036296,0.106588235,0.058823529,0.138823529
30135,206,1,0.45,4,4.45,1.5,5.9,8,10,7,68,18,2,1,1,1,1,1,1,1690,0,1,0,0,0,0,29,2,6,8,30135,2,0,6,6,3,1,1,0,0,0,42500,1,1,0,0,3,0,0,0,1,0,0,42.5,42.5,0.104705882,0.035294118,0.138823529,739.2036296,0.104705882,0.035294118,0.138823529
30161,115,2,0.21,12,12.21,1.5,4.21,3,4,3,25,6,1,1,1,1,1,1,5,1748,1,0,0,0,0,0,43,1,4,1,30161,3,2,2,2,1,1,0,1,1,0,12500,1,0,1,0,2,0,1,0,0,0,0,12.5,12.5,0.9768,0.12,0.3368,247.232056,0.9768,0.12,0.3368
30161,115,3,0.25,12,12.25,2.5,4.21,3,4,3,25,8,1,1,1,1,1,1,5,1748,1,0,0,0,0,0,43,1,4,1,30161,3,2,2,2,1,1,0,1,1,0,12500,1,0,1,0,2,0,1,0,0,0,0,12.5,12.5,0.98,0.2,0.3368,247.232056,0.98,0.2,0.3368
30161,115,1,0.25,8,8.25,3.5,4.84,3,5,3,21,8,1,1,1,1,1,1,5,1748,1,0,0,0,0,0,43,1,4,1,30161,3,2,2,2,1,1,0,1,1,0,12500,1,0,1,0,2,0,1,0,0,0,0,12.5,12.5,0.66,0.28,0.3872,247.232056,0.66,0.28,0.3872
30175,319,1,0.33,12,12.33,2.5,10.03,12,15,10,113,25,1,1,1,1,1,0,1,195,1,0,0,0,0,0,29,1,3,2,30175,4,1,5,2,1,0,0,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,12.5,0.411,0.083333333,0.334333333,68.91622039,0.9864,0.2,0.8024
30175,319,3,0.33,0,0.33,1.5,8.53,12,17,12,83,29,1,1,1,1,1,0,1,195,1,0,0,0,0,0,29,1,3,2,30175,4,1,5,2,1,0,0,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,12.5,0.011,0.05,0.284333333,68.91622039,0.0264,0.12,0.6824
30175,319,2,0.38,0,0.38,3.5,8.53,14,17,12,83,34,1,1,1,1,1,0,1,195,1,0,0,0,0,0,29,1,3,2,30175,4,1,5,2,1,0,0,1,1,0,30000,1,0,1,0,2,0,1,0,0,0,0,30,12.5,0.012666667,0.116666667,0.284333333,68.91622039,0.0304,0.28,0.6824
30222,341,2,0.1,0,0.1,1.5,2.61,1,2,2,11,4,5,1,1,1,1,1,4,1594,0,0,0,0,1,0,23,1,3,2,30222,3,1,4,2,2,1,0,1,1,1,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,12.5,0.004444444,0.066666667,0.116,27.96651214,0.008,0.12,0.2088
30222,341,1,0.07,0,0.07,1.5,2.61,1,2,1,9,3,5,1,1,1,1,1,4,1594,0,0,0,0,1,0,23,1,3,2,30222,3,1,4,2,2,1,0,1,1,1,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,12.5,0.003111111,0.066666667,0.116,27.96651214,0.0056,0.12,0.2088
30222,341,3,0.1,0,0.1,1.5,3.07,1,2,1,13,4,5,1,1,1,1,1,4,1594,0,0,0,0,1,0,23,1,3,2,30222,3,1,4,2,2,1,0,1,1,1,22500,1,1,0,0,2,0,1,0,0,0,0,22.5,12.5,0.004444444,0.066666667,0.136444444,27.96651214,0.008,0.12,0.2456
30269,120,2,0.26,8,8.26,2.5,4.52,3,6,4,25,9,6,1,1,1,1,1,2,295,0,0,0,0,0,1,26,1,5,1,30269,4,2,5,4,2,1,1,1,1,0,30000,1,1,0,0,2,0,1,0,0,0,0,30,22.5,0.275333333,0.083333333,0.150666667,1397.839605,0.367111111,0.111111111,0.200888889
30269,120,3,0.26,8,8.26,1.5,5.19,3,6,3,29,10,6,1,1,1,1,1,5,295,0,0,0,0,0,1,26,1,5,1,30269,4,2,5,4,2,1,1,1,1,0,30000,1,1,0,0,2,0,1,0,0,0,0,30,22.5,0.275333333,0.05,0.173,1397.839605,0.367111111,0.066666667,0.230666667
30269,120,1,0.26,8,8.26,2.5,3.84,4,6,3,29,10,6,1,1,1,1,1,5,295,0,0,0,0,0,1,26,1,5,1,30269,4,2,5,4,2,1,1,1,1,0,30000,1,1,0,0,2,0,1,0,0,0,0,30,22.5,0.275333333,0.083333333,0.128,1397.839605,0.367111111,0.111111111,0.170666667
30277,533,2,0.89,4,4.89,1.5,6.94,8,10,8,50,20,5,1,1,1,1,1,1,1478,0,0,0,0,1,0,27,1,6,1,30277,2,0,8,7,3,1,1,1,1,0,72500,1,1,0,0,1,0,0,0,0,0,1,72.5,62.5,0.067448276,0.020689655,0.095724138,455.7514165,0.07824,0.024,0.11104
30277,533,3,0.89,4,4.89,2.5,7.98,7,9,8,59,20,5,1,1,1,1,1,1,1478,0,0,0,0,1,0,27,1,6,1,30277,2,0,8,7,3,1,1,1,1,0,72500,1,1,0,0,1,0,0,0,0,0,1,72.5,62.5,0.067448276,0.034482759,0.110068966,455.7514165,0.07824,0.04,0.12768
30277,533,1,0.77,8,8.77,3.5,5.9,6,12,6,50,18,5,1,1,1,1,1,1,1478,0,0,0,0,1,0,27,1,6,1,30277,2,0,8,7,3,1,1,1,1,0,72500,1,1,0,0,1,0,0,0,0,0,1,72.5,62.5,0.120965517,0.048275862,0.08137931,455.7514165,0.14032,0.056,0.0944
30281,813,1,0.88,12,12.88,3.5,13.39,14,28,19,119,42,3,1,1,1,1,1,1,1307,0,0,1,0,0,0,41,2,5,1,30281,3,1,8,8,3,1,1,1,0,0,72500,1,0,1,0,6,0,0,0,0,1,0,72.5,87.5,0.177655172,0.048275862,0.184689655,941.5348698,0.1472,0.04,0.153028571
30281,813,2,0.88,8,8.88,1.5,15.39,19,21,19,140,36,3,1,1,1,1,1,1,1307,0,0,1,0,0,0,41,2,5,1,30281,3,1,8,8,3,1,1,1,0,0,72500,1,0,1,0,6,0,0,0,0,1,0,72.5,87.5,0.122482759,0.020689655,0.212275862,941.5348698,0.101485714,0.017142857,0.175885714
30281,813,3,0.75,12,12.75,2.5,11.38,19,21,17,161,48,3,1,1,1,1,1,5,1307,0,0,1,0,0,0,41,2,5,1,30281,3,1,8,8,3,1,1,1,0,0,72500,1,0,1,0,6,0,0,0,0,1,0,72.5,87.5,0.175862069,0.034482759,0.156965517,941.5348698,0.145714286,0.028571429,0.130057143
30284,490,2,1.74,12,13.74,1.5,26.85,27,40,36,264,79,4,1,1,1,1,1,2,1449,0,0,0,1,0,0,32,1,4,2,30284,4,2,6,6,2,1,0,1,1,0,42500,1,1,0,0,3,0,0,0,1,0,0,42.5,42.5,0.323294118,0.035294118,0.631764706,591.3978495,0.323294118,0.035294118,0.631764706
30284,490,3,2.35,12,14.35,1.5,19.85,27,54,27,225,91,4,1,1,1,1,1,2,1449,0,0,0,1,0,0,32,1,4,2,30284,4,2,6,6,2,1,0,1,1,0,42500,1,1,0,0,3,0,0,0,1,0,0,42.5,42.5,0.337647059,0.035294118,0.467058824,591.3978495,0.337647059,0.035294118,0.467058824
30284,490,1,2.04,12,14.04,2.5,19.85,27,54,36,264,91,4,1,1,1,1,1,5,1449,0,0,0,1,0,0,32,1,4,2,30284,4,2,6,6,2,1,0,1,1,0,42500,1,1,0,0,3,0,0,0,1,0,0,42.5,42.5,0.330352941,0.058823529,0.467058824,591.3978495,0.330352941,0.058823529,0.467058824
30294,419,3,3,0,3,1.5,42.6,52,65,44,501,131,5,1,1,1,1,1,1,1515,0,0,0,0,1,0,35,1,5,1,30294,4,2,7,6,2,1,1,1,1,1,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,42.5,0.048,0.024,0.6816,1231.884058,0.070588235,0.035294118,1.002352941
30294,419,2,3.53,4,7.53,1.5,31.49,60,77,52,501,111,5,1,1,1,1,1,1,1515,0,0,0,0,1,0,35,1,5,1,30294,4,2,7,6,2,1,1,1,1,1,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,42.5,0.12048,0.024,0.50384,1231.884058,0.177176471,0.035294118,0.740941176
30294,419,1,3,12,15,3.5,42.6,60,65,60,436,150,5,1,1,1,1,1,1,1515,0,0,0,0,1,0,35,1,5,1,30294,4,2,7,6,2,1,1,1,1,1,62500,1,0,1,0,1,0,0,0,0,0,1,62.5,42.5,0.24,0.056,0.6816,1231.884058,0.352941176,0.082352941,1.002352941
30303,189,3,1.64,0,1.64,3.5,16.94,22,37,19,212,47,3,1,1,1,1,0,1,1666,0,0,1,0,0,0,40,1,3,1,30303,2,1,5,5,1,0,0,1,1,0,30000,1,0,1,0,1,0,0,0,0,0,1,30,30,0.054666667,0.116666667,0.564666667,5678.4689,0.054666667,0.116666667,0.564666667
30303,189,1,1.64,12,13.64,3.5,19.49,22,33,22,212,55,3,1,1,1,1,0,1,1666,0,0,1,0,0,0,40,1,3,1,30303,2,1,5,5,1,0,0,1,1,0,30000,1,0,1,0,1,0,0,0,0,0,1,30,30,0.454666667,0.116666667,0.649666667,5678.4689,0.454666667,0.116666667,0.649666667
30303,189,2,1.21,8,9.21,2.5,19.49,19,28,22,157,55,3,1,1,1,1,0,1,1666,0,0,1,0,0,0,40,1,3,1,30303,2,1,5,5,1,0,0,1,1,0,30000,1,0,1,0,1,0,0,0,0,0,1,30,30,0.307,0.083333333,0.649666667,5678.4689,0.307,0.083333333,0.649666667
30309,833,1,0.92,0,0.92,2.5,28.62,34,67,34,281,99,5,1,1,1,1,1,1,1303,0,0,0,0,1,0,35,1,6,1,30309,3,1,9,8,2,1,1,1,1,0,125000,1,0,1,0,1,0,0,0,0,0,1,125,87.5,0.00736,0.02,0.22896,6391.164424,0.010514286,0.028571429,0.327085714
30309,833,3,0.92,12,12.92,3.5,28.62,46,67,40,281,114,5,1,1,1,1,1,1,1303,0,0,0,0,1,0,35,1,6,1,30309,3,1,9,8,2,1,1,1,1,0,125000,1,0,1,0,1,0,0,0,0,0,1,125,87.5,0.10336,0.028,0.22896,6391.164424,0.147657143,0.04,0.327085714
30309,833,2,1.24,4,5.24,2.5,24.33,46,58,40,281,99,5,1,1,1,1,1,1,1303,0,0,0,0,1,0,35,1,6,1,30309,3,1,9,8,2,1,1,1,1,0,125000,1,0,1,0,1,0,0,0,0,0,1,125,87.5,0.04192,0.02,0.19464,6391.164424,0.059885714,0.028571429,0.278057143
